#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   2400      2.50e+00    4.11e+00      2.81e-02    5.00e-02      1.24e-01    1.96e-01      1.85e-01    3.92e-01    3.0e-04
   2500      2.46e+00    2.95e+00      6.27e-02    2.47e-02      1.21e-01    1.57e-01      2.04e-01    2.23e-01    2.8e-04
   2600      3.97e+00    1.24e+00      2.67e-02    1.53e-01      2.14e-01    3.65e-02      2.72e-01    2.20e-01    2.7e-04
   2700      3.83e+00    1.39e+00      5.85e-02    1.21e-01      1.79e-01    3.52e-02      3.33e-01    2.93e-01    2.5e-04
   2800      3.10e+00    3.68e+00      5.84e-02    6.83e-02      1.84e-01    2.19e-01      1.80e-01    2.36e-01    2.4e-04
   2900      2.82e+00    2.82e+00      3.65e-02    9.97e-02      1.56e-01    1.67e-01      2.25e-01    1.98e-01    2.3e-04
   3000      2.38e+00    3.31e+00      3.18e-02    5.91e-02      1.40e-01    2.08e-01      1.42e-01    2.16e-01    2.2e-04
   3100      2.10e+00    2.24e+00      1.27e-01    3.75e-02      1.10e-01    1.32e-01      2.22e-01    2.14e-01    2.1e-04
   3200      3.17e+00    2.79e+00      6.59e-02    1.38e-02      1.83e-01    1.76e-01      2.79e-01    1.73e-01    2.0e-04
   3300      2.52e+00    1.90e+00      9.00e-02    4.28e-02      1.59e-01    1.32e-01      1.82e-01    6.65e-02    1.9e-04
   3400      1.73e+00    1.09e+00      6.36e-02    9.19e-02      1.10e-01    4.77e-02      1.52e-01    2.21e-01    1.8e-04
   3500      2.86e+00    2.52e+00      4.62e-02    2.79e-02      1.81e-01    1.74e-01      2.49e-01    2.07e-01    1.7e-04
   3600      1.53e+00    9.74e-01      1.23e-01    1.11e-01      9.49e-02    3.96e-02      1.17e-01    2.01e-01    1.6e-04
   3700      1.64e+00    3.06e+00      1.20e-01    1.81e-01      1.01e-01    2.22e-01      1.76e-01    1.88e-01    1.5e-04
   3800      2.59e+00    1.24e+00      6.32e-02    1.56e-01      1.76e-01    3.59e-02      2.80e-01    2.88e-01    1.5e-04
   3900      2.39e+00    2.58e+00      7.82e-02    9.46e-03      1.80e-01    1.82e-01      1.63e-01    2.06e-01    1.4e-04
   4000      2.16e+00    1.85e+00      1.94e-02    4.60e-02      1.56e-01    1.55e-01      1.81e-01    7.80e-02    1.3e-04
   4100      1.42e+00    2.47e+00      5.58e-02    7.34e-02      9.45e-02    2.01e-01      1.47e-01    1.86e-01    1.2e-04
   4200      2.22e+00    2.65e+00      2.49e-02    1.10e-01      1.73e-01    2.21e-01      1.71e-01    1.92e-01    1.2e-04
   4300      1.61e+00    2.27e+00      5.96e-02    8.63e-02      1.19e-01    1.92e-01      1.47e-01    1.81e-01    1.1e-04
   4400      1.34e+00    6.90e-01      6.21e-02    1.74e-01      9.59e-02    8.62e-03      1.28e-01    1.03e-01    1.1e-04
   4500      1.83e+00    2.63e+00      3.19e-02    6.30e-02      1.37e-01    2.10e-01      2.07e-01    3.17e-01    1.0e-04
   4600      2.15e+00    1.94e+00      6.03e-02    1.31e-01      1.62e-01    1.64e-01      3.08e-01    1.81e-01    9.7e-05
   4700      1.58e+00    1.57e+00      4.49e-02    1.31e-02      1.34e-01    1.20e-01      1.54e-01    1.65e-01    9.2e-05
   4800      2.18e+00    1.89e+00      2.95e-02    4.94e-02      1.84e-01    1.69e-01      2.05e-01    2.14e-01    8.7e-05
   4900      2.04e+00    2.23e+00      9.19e-03    9.13e-03      1.83e-01    1.85e-01      1.77e-01    2.27e-01    8.3e-05
   5000      1.76e+00    1.81e+00      9.87e-03    7.55e-03      1.63e-01    1.47e-01      1.69e-01    1.97e-01    7.9e-05
   5100      1.65e+00    1.87e+00      5.50e-02    7.37e-02      1.56e-01    1.90e-01      1.52e-01    1.70e-01    7.5e-05
   5200      1.42e+00    1.90e+00      3.09e-02    1.60e-02      1.08e-01    1.93e-01      2.03e-01    2.05e-01    7.1e-05
   5300      2.07e+00    1.39e+00      3.58e-02    6.31e-03      1.85e-01    1.38e-01      2.52e-01    1.26e-01    6.8e-05
   5400      1.46e+00    7.33e-01      9.06e-02    6.39e-02      1.28e-01    3.83e-02      2.23e-01    1.99e-01    6.4e-05
   5500      1.10e+00    1.92e+00      7.88e-02    3.66e-02      8.15e-02    2.10e-01      1.80e-01    2.11e-01    6.1e-05
   5600      1.42e+00    9.14e-01      6.67e-02    1.22e-01      1.61e-01    5.05e-02      1.37e-01    2.33e-01    5.8e-05
   5700      1.65e+00    1.60e+00      4.48e-02    1.19e-01      1.76e-01    1.70e-01      1.67e-01    1.79e-01    5.5e-05
   5800      1.40e+00    1.31e+00      4.71e-02    2.18e-02      1.55e-01    1.69e-01      1.53e-01    8.98e-02    5.3e-05
   5900      9.97e-01    1.49e+00      6.62e-02    1.05e-02      8.70e-02    1.49e-01      1.78e-01    1.72e-01    5.0e-05
   6000      1.51e+00    1.68e+00      1.40e-02    4.51e-02      1.65e-01    1.50e-01      1.73e-01    2.94e-01    4.8e-05
   6100      1.53e+00    1.69e+00      1.14e-02    1.36e-02      1.67e-01    1.73e-01      1.70e-01    2.02e-01    4.5e-05
   6200      9.84e-01    1.83e+00      4.67e-02    3.33e-02      1.04e-01    1.94e-01      1.67e-01    2.96e-01    4.3e-05
   6300      1.42e+00    1.33e+00      1.47e-02    5.11e-02      1.63e-01    1.77e-01      1.67e-01    1.44e-01    4.1e-05
   6400      1.21e+00    1.24e+00      4.04e-02    9.15e-02      1.36e-01    1.61e-01      1.65e-01    1.32e-01    3.9e-05
   6500      1.31e+00    1.26e+00      1.51e-02    1.67e-02      1.59e-01    1.52e-01      1.61e-01    1.93e-01    3.7e-05
   6600      1.32e+00    1.70e+00      1.10e-01    1.71e-02      1.64e-01    2.07e-01      1.72e-01    1.94e-01    3.5e-05
   6700      1.01e+00    5.06e-01      6.76e-02    8.67e-02      1.30e-01    1.86e-02      1.39e-01    1.39e-01    3.3e-05
   6800      1.47e+00    5.65e-01      2.85e-02    1.10e-01      1.81e-01    2.02e-02      1.84e-01    1.48e-01    3.2e-05
   6900      1.32e+00    1.29e+00      4.80e-02    1.49e-02      1.55e-01    1.77e-01      1.71e-01    1.90e-01    3.0e-05
   7000      9.73e-01    9.32e-01      3.73e-02    4.79e-02      1.07e-01    7.30e-02      1.36e-01    2.77e-01    2.9e-05
   7100      1.09e+00    1.68e+00      2.98e-02    7.92e-02      1.65e-01    2.43e-01      1.21e-01    2.35e-01    2.7e-05
   7200      1.44e+00    6.60e-01      4.70e-02    9.01e-02      1.74e-01    3.76e-02      1.99e-01    1.92e-01    2.6e-05
   7300      1.48e+00    5.03e-01      3.06e-02    9.44e-02      2.07e-01    2.36e-02      2.00e-01    1.35e-01    2.5e-05
   7400      1.27e+00    1.52e+00      2.96e-02    1.01e-02      1.92e-01    2.14e-01      1.50e-01    1.87e-01    2.3e-05
   7500      1.03e+00    4.62e-01      9.64e-02    1.20e-01      1.49e-01    1.73e-02      1.50e-01    9.56e-02    2.2e-05
   7600      1.05e+00    7.48e-01      9.77e-02    1.00e-01      9.00e-02    6.34e-02      2.21e-01    2.09e-01    2.1e-05
   7700      1.14e+00    1.47e+00      4.25e-02    1.17e-02      1.81e-01    2.16e-01      1.51e-01    1.87e-01    2.0e-05
   7800      1.02e+00    7.12e-01      4.24e-02    1.32e-01      1.22e-01    3.77e-02      1.67e-01    1.95e-01    1.9e-05
   7900      6.45e-01    1.26e+00      3.74e-02    5.35e-02      7.72e-02    2.09e-01      1.30e-01    1.97e-01    1.8e-05
   8000      1.08e+00    7.65e-01      3.12e-02    9.37e-02      1.70e-01    8.62e-02      1.49e-01    2.07e-01    1.7e-05
   8100      9.93e-01    1.41e+00      4.91e-02    1.08e-02      1.11e-01    2.07e-01      1.70e-01    1.93e-01    1.6e-05
   8200      1.15e+00    1.54e+00      4.43e-02    1.18e-02      1.65e-01    2.16e-01      1.83e-01    2.20e-01    1.6e-05
   8300      1.17e+00    1.57e+00      4.38e-02    3.34e-02      1.61e-01    2.48e-01      1.95e-01    2.88e-01    1.5e-05
   8400      1.17e+00    1.10e+00      2.12e-02    3.03e-02      1.69e-01    1.93e-01      1.99e-01    1.88e-01    1.4e-05
   8500      9.47e-01    7.40e-01      5.08e-02    7.79e-02      1.53e-01    6.18e-02      1.79e-01    2.28e-01    1.3e-05
   8600      1.06e+00    1.07e+00      1.17e-02    2.22e-02      1.64e-01    1.82e-01      1.63e-01    1.97e-01    1.3e-05
   8700      1.09e+00    5.97e-01      2.18e-02    1.20e-01      1.70e-01    2.93e-02      1.79e-01    1.63e-01    1.2e-05
   8800      9.11e-01    9.70e-01      4.01e-02    6.62e-02      1.38e-01    1.98e-01      1.40e-01    1.43e-01    1.1e-05
   8900      1.25e+00    5.35e-01      1.25e-02    1.00e-01      1.85e-01    2.84e-02      1.89e-01    1.52e-01    1.1e-05
   9000      1.06e+00    4.21e-01      2.43e-02    1.11e-02      1.72e-01    9.92e-02      1.63e-01    4.09e-02    1.0e-05
   9100      1.02e+00    1.50e+00      4.12e-02    3.11e-02      2.00e-01    1.90e-01      1.67e-01    3.29e-01    9.8e-06
   9200      1.07e+00    8.50e-01      8.15e-03    7.67e-02      1.75e-01    1.84e-01      1.71e-01    1.21e-01    9.4e-06
   9300      8.83e-01    8.69e-01      7.46e-02    4.33e-02      1.19e-01    2.35e-01      2.05e-01    8.57e-02    8.9e-06
   9400      1.02e+00    5.54e-01      1.96e-02    6.47e-03      1.85e-01    9.68e-02      1.85e-01    8.18e-02    8.5e-06
   9500      6.21e-01    1.54e+00      2.12e-02    1.24e-02      1.19e-01    2.27e-01      8.47e-02    2.43e-01    8.0e-06
   9600      9.63e-01    1.02e+00      2.02e-02    2.13e-02      1.43e-01    2.02e-01      1.84e-01    1.97e-01    7.6e-06
   9700      8.15e-01    7.72e-01      5.41e-02    3.45e-03      1.85e-01    1.51e-01      1.28e-01    1.12e-01    7.3e-06
   9800      9.51e-01    9.14e-01      2.90e-02    5.17e-03      1.81e-01    1.50e-01      1.44e-01    1.43e-01    6.9e-06
   9900      9.49e-01    1.04e+00      8.14e-02    7.85e-03      2.10e-01    1.35e-01      1.59e-01    1.74e-01    6.2e-06
  10000      9.53e-01    9.75e-01      5.95e-02    8.39e-03      1.59e-01    1.40e-01      2.01e-01    1.61e-01    5.9e-06
  10100      5.67e-01    8.02e-01      3.49e-02    5.58e-02      1.25e-01    1.00e-01      9.58e-02    2.57e-01    5.6e-06
  10200      1.19e+00    6.59e-01      1.42e-02    5.82e-02      1.74e-01    7.61e-02      2.13e-01    2.11e-01    5.4e-06
  10300      8.75e-01    1.38e+00      7.96e-02    9.70e-03      1.69e-01    2.30e-01      1.75e-01    2.24e-01    5.1e-06
  10400      7.53e-01    1.36e+00      2.43e-02    8.75e-03      1.76e-01    2.35e-01      1.43e-01    2.19e-01    4.8e-06
  10500      9.22e-01    1.24e+00      2.09e-02    3.57e-02      1.72e-01    2.25e-01      1.78e-01    2.70e-01    4.6e-06
  10600      9.90e-01    1.11e+00      2.25e-02    8.56e-03      1.69e-01    1.55e-01      1.61e-01    1.88e-01    4.4e-06
  10700      7.30e-01    8.16e-01      8.00e-02    7.10e-02      1.59e-01    1.85e-01      1.37e-01    1.52e-01    4.2e-06
  10800      8.76e-01    8.76e-01      3.84e-02    3.67e-03      1.72e-01    1.57e-01      1.77e-01    1.43e-01    3.9e-06
  10900      7.67e-01    7.44e-01      2.57e-02    6.58e-02      1.37e-01    2.04e-01      1.43e-01    1.23e-01    3.8e-06
  11000      1.13e+00    9.52e-01      2.39e-02    1.41e-02      1.84e-01    1.93e-01      2.26e-01    2.07e-01    3.6e-06
  11100      8.08e-01    5.81e-01      1.10e-02    1.21e-01      1.44e-01    3.54e-02      1.45e-01    1.62e-01    3.4e-06
  11200      7.75e-01    3.22e-01      3.37e-02    8.79e-03      2.18e-01    1.05e-01      1.37e-01    3.82e-02    3.2e-06
  11300      9.82e-01    1.18e+00      3.25e-02    1.02e-02      2.00e-01    2.35e-01      1.76e-01    1.91e-01    3.1e-06
  11400      8.42e-01    5.28e-01      4.55e-02    1.33e-01      1.49e-01    3.11e-02      1.81e-01    1.27e-01    2.9e-06
  11500      9.67e-01    8.82e-01      1.69e-02    8.06e-02      1.48e-01    1.96e-01      2.02e-01    1.74e-01    2.8e-06
  11600      5.80e-01    5.80e-01      5.43e-02    1.23e-01      1.38e-01    2.28e-02      1.13e-01    1.62e-01    2.6e-06
  11700      9.10e-01    5.75e-01      4.38e-02    1.30e-02      1.60e-01    2.12e-01      1.64e-01    8.84e-02    2.5e-06
  11800      1.17e+00    7.27e-01      2.38e-02    3.83e-03      2.10e-01    1.36e-01      2.33e-01    1.21e-01    2.4e-06
  11900      6.22e-01    5.54e-01      7.70e-02    7.44e-02      1.01e-01    1.53e-01      1.50e-01    8.55e-02    2.3e-06
  12000      7.77e-01    3.88e-01      4.66e-02    4.26e-03      1.70e-01    1.67e-01      1.26e-01    3.33e-02    2.1e-06
  12100      5.92e-01    5.61e-01      2.73e-02    5.87e-02      1.66e-01    1.72e-01      1.06e-01    9.31e-02    2.0e-06
  12200      1.18e+00    7.37e-01      3.59e-02    3.48e-03      1.90e-01    1.62e-01      2.36e-01    1.20e-01    1.9e-06
  12300      1.21e+00    7.21e-01      1.51e-02    7.77e-02      2.08e-01    2.06e-01      2.20e-01    1.27e-01    1.8e-06
  12400      5.58e-01    9.43e-01      2.52e-02    3.61e-03      1.64e-01    1.85e-01      1.11e-01    1.59e-01    1.8e-06
  12500      9.66e-01    9.29e-01      2.98e-02    3.95e-03      1.60e-01    1.50e-01      1.92e-01    1.61e-01    1.7e-06
  12600      6.84e-01    7.52e-01      3.28e-02    7.00e-02      2.13e-01    1.82e-01      1.30e-01    1.51e-01    1.6e-06
  12700      6.48e-01    5.67e-01      4.96e-02    1.37e-01      8.47e-02    1.83e-02      1.22e-01    1.46e-01    1.5e-06
  12800      1.10e+00    5.10e-01      2.02e-02    5.65e-03      1.68e-01    1.28e-01      2.28e-01    8.21e-02    1.4e-06
  12900      7.41e-01    1.13e+00      5.15e-02    9.30e-03      1.41e-01    2.13e-01      1.89e-01    1.93e-01    1.4e-06
  13000      5.74e-01    9.31e-01      1.07e-01    6.61e-02      5.32e-02    2.09e-01      1.56e-01    2.01e-01    1.3e-06
  13100      8.66e-01    4.71e-01      6.48e-02    5.33e-02      1.53e-01    7.61e-02      1.99e-01    1.50e-01    1.2e-06
  13200      6.36e-01    6.18e-01      5.05e-02    2.06e-02      1.10e-01    1.73e-01      1.15e-01    1.32e-01    1.2e-06
  13300      1.23e+00    1.15e+00      1.07e-02    3.15e-02      2.10e-01    1.88e-01      2.25e-01    2.72e-01    1.1e-06
  13400      4.90e-01    5.23e-01      4.16e-02    1.15e-01      1.28e-01    1.63e-02      9.05e-02    1.44e-01    1.1e-06
  13500      7.04e-01    8.51e-01      1.76e-02    1.39e-02      1.19e-01    2.52e-01      1.28e-01    1.82e-01    1.0e-06
  13600      5.23e-01    5.74e-01      1.17e-01    4.87e-02      3.21e-02    9.62e-02      1.41e-01    1.88e-01    9.5e-07
  13700      6.71e-01    3.87e-01      2.37e-02    1.19e-01      1.87e-01    5.38e-04      1.16e-01    6.71e-02    9.1e-07
  13800      1.13e+00    6.21e-01      1.98e-02    6.98e-03      1.80e-01    2.49e-01      2.04e-01    1.14e-01    8.6e-07
  13900      7.54e-01    5.88e-01      7.45e-02    4.16e-02      1.02e-01    7.33e-02      1.70e-01    1.98e-01    8.2e-07
  14000      8.26e-01    5.42e-01      3.55e-02    4.53e-02      1.64e-01    7.93e-02      1.64e-01    1.80e-01    7.8e-07
  14100      5.70e-01    1.25e+00      5.43e-02    3.01e-02      1.68e-01    1.98e-01      1.14e-01    3.00e-01    7.4e-07
  14200      5.31e-01    8.92e-01      5.48e-02    8.44e-03      1.11e-01    1.52e-01      1.32e-01    1.56e-01    7.0e-07
  14300      9.54e-01    4.38e-01      1.94e-02    1.86e-02      1.90e-01    1.84e-01      1.93e-01    7.73e-02    6.7e-07
  14400      5.84e-01    4.96e-01      5.72e-02    5.91e-03      1.69e-01    1.10e-01      1.17e-01    8.42e-02    6.3e-07
  14500      7.34e-01    1.28e+00      1.94e-02    3.27e-02      1.28e-01    1.83e-01      1.33e-01    3.10e-01    6.0e-07
  14600      1.01e+00    6.49e-01      2.18e-02    4.57e-02      1.77e-01    5.03e-02      1.78e-01    2.23e-01    5.7e-07
  14700      7.65e-01    5.32e-01      2.23e-02    1.07e-01      1.90e-01    1.17e-02      1.27e-01    1.54e-01    5.5e-07
  14800      1.05e+00    3.66e-01      5.02e-02    1.15e-01      1.79e-01    1.99e-04      2.42e-01    5.96e-02    5.2e-07
  14900      8.70e-01    9.04e-01      1.83e-02    2.93e-03      1.45e-01    1.44e-01      1.57e-01    1.60e-01    4.9e-07
  15000      8.80e-01    4.83e-01      4.76e-02    6.69e-02      1.44e-01    1.54e-01      1.72e-01    8.02e-02    4.7e-07
  15100      7.11e-01    6.10e-01      2.33e-02    5.07e-02      1.85e-01    4.30e-02      1.35e-01    2.08e-01    4.4e-07
  15200      9.28e-01    5.90e-01      2.59e-02    6.58e-02      1.64e-01    1.73e-01      1.83e-01    1.13e-01    4.2e-07
  15300      4.53e-01    1.06e+00      1.22e-01    1.01e-02      1.87e-02    2.10e-01      9.63e-02    1.85e-01    4.0e-07
  15400      5.71e-01    4.61e-01      5.91e-02    1.48e-02      1.78e-01    2.27e-01      1.14e-01    7.33e-02    3.8e-07
  15500      6.26e-01    5.55e-01      2.88e-02    6.93e-02      1.93e-01    1.73e-01      1.29e-01    1.00e-01    3.6e-07
  15600      7.39e-01    5.67e-01      6.81e-02    1.20e-01      1.83e-01    4.27e-02      1.67e-01    1.59e-01    3.5e-07
  15700      8.82e-01    8.61e-01      3.98e-02    7.37e-02      1.96e-01    2.22e-01      1.60e-01    1.84e-01    3.3e-07
  15800      8.34e-01    1.14e+00      2.65e-02    9.92e-03      1.76e-01    2.20e-01      1.49e-01    1.99e-01    3.1e-07
  15900      8.48e-01    6.98e-01      6.16e-03    4.15e-03      1.61e-01    1.39e-01      1.48e-01    1.21e-01    3.0e-07
  16000      6.34e-01    1.13e+00      2.23e-02    2.91e-02      1.85e-01    2.32e-01      1.17e-01    2.66e-01    2.8e-07
  16100      8.37e-01    5.00e-01      7.77e-03    6.17e-03      1.60e-01    1.54e-01      1.46e-01    8.07e-02    2.7e-07
  16200      6.13e-01    4.91e-01      7.51e-02    1.19e-02      1.32e-01    1.83e-01      1.51e-01    1.01e-01    2.5e-07
  16300      9.52e-01    6.95e-01      2.24e-02    5.25e-03      1.65e-01    1.54e-01      1.68e-01    1.20e-01    2.4e-07
  16400      9.90e-01    9.37e-01      7.57e-03    7.64e-03      1.79e-01    1.42e-01      1.87e-01    1.66e-01    2.3e-07
  16500      1.20e+00    5.46e-01      4.80e-02    6.69e-02      1.79e-01    1.69e-01      2.32e-01    1.01e-01    2.2e-07
  16600      5.94e-01    1.25e+00      7.81e-02    3.33e-02      1.49e-01    2.19e-01      1.18e-01    3.01e-01    2.1e-07
  16700      1.01e+00    1.23e+00      4.24e-02    9.79e-03      2.06e-01    2.14e-01      1.93e-01    2.17e-01    2.0e-07
  16800      7.86e-01    5.18e-01      2.76e-02    1.12e-01      1.82e-01    1.71e-02      1.56e-01    1.44e-01    1.9e-07
  16900      4.98e-01    6.28e-01      3.34e-02    8.73e-03      1.81e-01    2.11e-01      1.03e-01    1.36e-01    1.8e-07
  17000      5.77e-01    6.32e-01      9.40e-02    5.62e-03      9.98e-02    1.34e-01      1.29e-01    1.09e-01    1.7e-07
  17100      1.05e+00    6.37e-01      8.00e-02    5.36e-03      1.29e-01    1.47e-01      2.60e-01    1.09e-01    1.6e-07
  17200      5.70e-01    7.85e-01      9.38e-02    7.14e-02      9.56e-02    2.23e-01      1.25e-01    1.63e-01    1.5e-07
  17300      6.51e-01    1.31e+00      1.93e-02    9.23e-03      1.33e-01    2.40e-01      1.20e-01    2.30e-01    1.5e-07
  17400      6.56e-01    8.22e-01      4.48e-02    7.30e-02      1.11e-01    2.02e-01      1.22e-01    1.77e-01    1.4e-07
  17500      6.98e-01    9.41e-01      6.15e-03    8.00e-03      1.50e-01    1.37e-01      1.20e-01    1.68e-01    1.3e-07
  17600      1.03e+00    7.64e-01      8.29e-03    4.71e-03      1.99e-01    1.78e-01      1.88e-01    1.31e-01    1.3e-07
  17700      1.02e+00    4.97e-01      2.48e-02    1.14e-01      2.12e-01    5.05e-02      2.42e-01    1.31e-01    1.2e-07
  17800      8.39e-01    7.53e-01      7.99e-03    7.23e-02      1.64e-01    2.05e-01      1.46e-01    1.57e-01    1.1e-07
  17900      6.89e-01    1.06e+00      9.46e-02    6.75e-03      1.32e-01    1.63e-01      1.62e-01    1.88e-01    1.1e-07
  18000      7.40e-01    5.68e-01      1.33e-02    1.14e-01      1.79e-01    5.13e-02      1.54e-01    1.63e-01    1.0e-07
  18100      6.72e-01    7.55e-01      3.19e-02    1.21e-02      1.18e-01    1.90e-01      1.39e-01    1.75e-01    9.7e-08
  18200      1.00e+00    1.04e+00      1.41e-02    7.13e-03      1.77e-01    1.50e-01      2.06e-01    1.86e-01    9.2e-08
  18300      5.02e-01    1.15e+00      9.28e-02    2.79e-02      3.33e-02    2.41e-01      1.39e-01    2.73e-01    8.8e-08
  18400      1.18e+00    5.74e-01      4.21e-02    1.14e-01      2.43e-01    5.13e-02      2.20e-01    1.66e-01    8.3e-08
  18500      4.47e-01    4.99e-01      4.20e-02    1.21e-01      1.54e-01    1.37e-02      8.21e-02    1.28e-01    7.9e-08
  18600      4.51e-01    5.74e-01      1.19e-01    1.20e-01      6.47e-03    4.43e-02      1.03e-01    1.62e-01    7.5e-08
  18700      5.48e-01    4.56e-01      1.18e-01    1.15e-01      3.67e-02    5.07e-02      1.50e-01    1.10e-01    7.2e-08
  18800      1.22e+00    5.32e-01      3.16e-02    4.58e-02      2.21e-01    1.11e-01      2.44e-01    1.73e-01    6.8e-08
  18900      6.26e-01    6.20e-01      6.64e-02    7.14e-03      1.14e-01    2.09e-01      1.52e-01    1.35e-01    6.5e-08
  19000      5.51e-01    1.11e+00      5.56e-02    2.79e-02      1.72e-01    2.24e-01      1.13e-01    2.65e-01    6.1e-08
  19100      6.46e-01    4.83e-01      3.17e-02    6.66e-02      1.08e-01    1.67e-01      1.37e-01    8.11e-02    5.8e-08
  19200      6.50e-01    7.27e-01      1.96e-02    6.82e-02      1.47e-01    2.17e-01      1.13e-01    1.49e-01    5.5e-08
  19300      5.65e-01    4.99e-01      9.35e-02    1.22e-01      1.12e-01    1.32e-02      1.27e-01    1.27e-01    5.3e-08
  19400      6.28e-01    6.39e-01      7.93e-02    4.76e-02      1.58e-01    3.99e-02      1.31e-01    2.20e-01    5.0e-08
  19500      9.49e-01    8.12e-01      4.06e-02    1.31e-02      1.83e-01    2.42e-01      1.84e-01    1.83e-01    4.8e-08
  19600      8.31e-01    5.91e-01      9.15e-03    6.78e-02      1.59e-01    1.77e-01      1.57e-01    1.15e-01    4.5e-08
  19700      1.13e+00    6.98e-01      1.34e-02    4.74e-03      1.84e-01    1.43e-01      2.13e-01    1.22e-01    4.3e-08
  19800      8.87e-01    8.30e-01      3.79e-02    1.25e-02      1.95e-01    1.90e-01      2.03e-01    1.96e-01    3.9e-08
  19900      9.84e-01    6.49e-01      8.38e-03    4.31e-02      1.91e-01    1.11e-01      1.72e-01    2.18e-01    3.7e-08
  20000      8.99e-01    4.69e-01      2.89e-02    1.02e-02      1.52e-01    1.80e-01      1.86e-01    9.74e-02    3.5e-08
