#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   2100      4.72e+00    3.65e+00      5.19e-02    1.91e-01      2.38e-01    1.78e-01      2.00e-01    3.03e-01    3.4e-04
   2200      6.64e+00    5.93e+00      2.91e-01    4.53e-02      3.24e-01    3.05e-01      3.68e-01    3.53e-01    3.3e-04
   2300      5.96e+00    8.48e+00      7.43e-02    3.64e-02      3.17e-01    4.78e-01      2.31e-01    1.02e-01    3.1e-04
   2400      3.54e+00    6.13e+00      7.29e-02    2.02e-01      1.89e-01    3.33e-01      1.55e-01    3.03e-01    3.0e-04
   2500      3.33e+00    4.18e+00      5.79e-02    2.53e-02      1.85e-01    2.45e-01      1.55e-01    1.68e-01    2.8e-04
   2600      5.06e+00    6.37e+00      1.33e-01    6.39e-02      2.76e-01    3.72e-01      2.92e-01    3.13e-01    2.7e-04
   2700      2.80e+00    4.48e+00      1.13e-02    1.22e-02      1.62e-01    2.50e-01      1.47e-01    2.62e-01    2.5e-04
   2800      3.87e+00    1.19e+01      3.78e-02    1.46e-02      2.31e-01    7.61e-01      1.91e-01    5.79e-02    2.4e-04
   2900      3.85e+00    1.15e+01      3.60e-02    1.56e-02      2.36e-01    7.55e-01      1.92e-01    5.64e-02    2.3e-04
   3000      4.54e+00    5.24e+00      7.61e-02    5.62e-02      2.96e-01    3.38e-01      2.01e-01    2.76e-01    2.2e-04
   3100      2.93e+00    1.95e+00      3.10e-02    1.01e-01      1.88e-01    1.00e-01      1.76e-01    3.24e-01    2.1e-04
   3200      3.29e+00    3.08e+00      2.27e-02    1.00e-01      2.09e-01    1.89e-01      1.95e-01    2.71e-01    2.0e-04
   3300      2.58e+00    4.64e+00      1.47e-01    1.21e-01      1.47e-01    3.32e-01      2.12e-01    1.12e-01    1.9e-04
   3400      2.76e+00    4.51e+00      4.44e-02    9.24e-02      1.83e-01    3.31e-01      1.71e-01    2.01e-01    1.8e-04
   3500      2.56e+00    3.98e+00      4.35e-02    2.80e-02      1.81e-01    2.99e-01      1.49e-01    1.42e-01    1.7e-04
   3600      6.65e+00    4.46e+00      5.23e-02    4.52e-02      5.17e-01    3.27e-01      9.62e-02    3.05e-01    1.6e-04
   3700      3.45e+00    4.55e+00      9.27e-02    1.12e-01      2.63e-01    3.59e-01      1.88e-01    1.38e-01    1.5e-04
   3800      3.03e+00    4.35e+00      1.54e-01    5.05e-02      2.17e-01    3.55e-01      1.89e-01    1.20e-01    1.5e-04
   3900      2.97e+00    4.00e+00      6.66e-02    2.30e-01      2.44e-01    3.14e-01      1.04e-01    1.85e-01    1.4e-04
   4000      2.67e+00    1.79e+00      1.13e-01    1.25e-01      2.03e-01    1.42e-01      1.98e-01    1.70e-01    1.3e-04
   4100      4.66e+00    1.82e+00      3.28e-02    7.77e-02      3.97e-01    1.52e-01      1.34e-01    1.62e-01    1.2e-04
   4200      2.42e+00    2.94e+00      3.89e-02    7.40e-02      2.12e-01    2.54e-01      1.20e-01    1.76e-01    1.2e-04
   4300      2.82e+00    6.93e+00      6.76e-02    1.09e-02      2.49e-01    6.47e-01      1.99e-01    6.03e-02    1.1e-04
   4400      5.11e+00    2.35e+00      2.90e-02    7.91e-02      4.84e-01    2.13e-01      1.05e-01    1.39e-01    1.1e-04
   4500      5.00e+00    1.91e+00      3.62e-02    7.50e-03      4.85e-01    1.74e-01      1.22e-01    1.09e-01    1.0e-04
   4600      2.77e+00    1.40e+00      9.95e-02    9.04e-02      2.44e-01    1.29e-01      2.05e-01    1.45e-01    9.7e-05
   4700      6.09e+00    2.09e+00      5.32e-01    4.08e-02      5.67e-01    1.87e-01      4.36e-01    1.58e-01    9.2e-05
   4800      3.18e+00    1.71e+00      9.38e-02    4.78e-01      3.20e-01    2.84e-02      1.91e-01    1.89e-01    8.7e-05
   4900      1.51e+00    3.49e+00      7.70e-02    2.48e-02      1.24e-01    3.65e-01      1.38e-01    2.04e-01    8.3e-05
   5000      2.84e+00    5.25e-01      1.29e-01    2.51e-02      2.82e-01    3.33e-02      1.28e-01    1.30e-01    7.9e-05
   5100      2.82e+00    1.73e+00      1.72e-02    1.76e-02      3.12e-01    1.58e-01      8.63e-02    1.64e-01    7.5e-05
   5200      1.90e+00    2.07e+00      4.87e-02    9.59e-02      1.94e-01    2.27e-01      1.56e-01    1.29e-01    7.1e-05
   5300      3.08e+00    2.52e+00      2.90e-01    5.03e-02      3.32e-01    2.86e-01      2.02e-01    1.71e-01    6.8e-05
   5400      1.51e+00    1.86e+00      2.74e-02    2.92e-02      1.44e-01    1.67e-01      1.71e-01    2.05e-01    6.4e-05
   5500      2.31e+00    1.40e+00      9.71e-02    1.18e-02      2.73e-01    1.43e-01      1.56e-01    1.32e-01    6.1e-05
   5600      2.20e+00    1.61e+00      1.21e-01    2.45e-02      2.57e-01    1.46e-01      1.39e-01    1.86e-01    5.8e-05
   5700      2.20e+00    2.84e+00      1.01e-01    1.09e-01      2.72e-01    3.47e-01      1.50e-01    2.15e-01    5.5e-05
   5800      2.45e+00    2.77e+00      8.26e-03    1.70e-01      3.08e-01    3.52e-01      1.17e-01    1.30e-01    5.3e-05
   5900      1.90e+00    9.80e-01      5.77e-02    6.90e-02      2.27e-01    1.18e-01      1.52e-01    1.42e-01    5.0e-05
   6000      1.63e+00    1.18e+00      1.16e-01    3.50e-01      2.09e-01    1.09e-02      1.17e-01    1.53e-01    4.8e-05
   6100      2.27e+00    1.38e+00      1.98e-02    1.31e-02      3.11e-01    1.61e-01      1.79e-01    1.39e-01    4.5e-05
   6200      1.56e+00    1.55e+00      2.60e-02    1.25e-02      2.04e-01    1.49e-01      1.22e-01    1.99e-01    4.3e-05
   6300      1.54e+00    1.81e+00      1.88e-02    1.59e-01      2.02e-01    2.41e-01      1.43e-01    1.33e-01    4.1e-05
   6400      1.95e+00    1.73e+00      2.26e-02    1.44e-01      2.61e-01    2.40e-01      1.79e-01    1.20e-01    3.9e-05
   6500      9.22e-01    1.64e+00      2.78e-02    1.36e-02      1.20e-01    1.64e-01      1.08e-01    2.18e-01    3.7e-05
   6600      1.33e+00    1.32e+00      6.26e-02    6.85e-03      1.39e-01    1.51e-01      1.68e-01    1.61e-01    3.5e-05
   6700      2.27e+00    1.65e+00      1.59e-02    1.08e-02      3.49e-01    2.08e-01      1.28e-01    1.88e-01    3.3e-05
   6800      1.27e+00    8.94e-01      2.99e-02    3.07e-02      1.79e-01    1.38e-01      1.37e-01    1.30e-01    3.2e-05
   6900      1.46e+00    1.18e+00      7.61e-02    3.42e-01      2.33e-01    3.43e-02      1.27e-01    1.83e-01    3.0e-05
   7000      1.26e+00    1.91e+00      8.45e-02    8.95e-02      1.98e-01    3.02e-01      1.27e-01    2.01e-01    2.9e-05
   7100      1.52e+00    4.89e+00      4.99e-02    8.97e-01      2.37e-01    7.20e-01      1.56e-01    4.39e-01    2.7e-05
   7200      1.21e+00    1.81e+00      9.05e-03    9.52e-02      1.52e-01    3.06e-01      1.56e-01    1.72e-01    2.6e-05
   7300      2.01e+00    1.45e+00      2.76e-02    7.84e-02      3.51e-01    2.38e-01      1.28e-01    1.64e-01    2.5e-05
   7400      1.30e+00    1.08e+00      3.03e-02    2.33e-02      2.08e-01    1.37e-01      1.44e-01    1.44e-01    2.3e-05
   7500      1.41e+00    1.66e+00      5.06e-02    1.74e-02      2.31e-01    3.09e-01      1.46e-01    1.63e-01    2.2e-05
   7600      1.12e+00    8.33e-01      1.08e-02    1.83e-02      1.86e-01    1.60e-01      1.22e-01    1.08e-01    2.1e-05
   7700      1.59e+00    1.32e+00      4.13e-02    1.31e-01      3.18e-01    2.32e-01      1.28e-01    1.26e-01    2.0e-05
   7800      1.15e+00    6.65e-01      1.85e-02    1.11e-01      1.69e-01    1.00e-01      1.44e-01    1.21e-01    1.9e-05
   7900      1.12e+00    1.38e+00      6.52e-02    6.60e-03      1.13e-01    2.08e-01      1.74e-01    1.79e-01    1.8e-05
   8000      1.19e+00    5.33e-01      4.34e-02    9.93e-03      2.10e-01    9.71e-02      1.24e-01    1.10e-01    1.7e-05
   8100      8.54e-01    9.46e-01      8.00e-02    1.07e-02      1.69e-01    1.61e-01      8.85e-02    1.14e-01    1.6e-05
   8200      1.93e+00    2.38e+00      2.46e-01    2.39e-03      3.77e-01    5.57e-01      1.79e-01    8.23e-02    1.6e-05
   8300      1.16e+00    6.07e-01      7.83e-02    3.09e-02      2.42e-01    1.34e-01      1.24e-01    8.54e-02    1.5e-05
   8400      8.30e-01    4.05e+00      7.90e-03    8.83e-01      1.43e-01    7.21e-01      1.23e-01    4.15e-01    1.4e-05
   8500      1.83e+00    1.26e+00      3.82e-02    4.07e-01      4.28e-01    3.26e-02      1.36e-01    1.46e-01    1.3e-05
   8600      1.06e+00    9.90e-01      7.13e-02    9.93e-03      1.57e-01    2.03e-01      1.38e-01    1.09e-01    1.3e-05
   8700      1.08e+00    2.14e+00      9.33e-03    1.12e-02      2.05e-01    5.57e-01      1.32e-01    8.15e-02    1.2e-05
   8800      1.57e+00    4.11e-01      1.35e-02    6.69e-02      3.52e-01    6.52e-02      1.27e-01    9.44e-02    1.1e-05
   8900      1.07e+00    7.60e-01      5.22e-02    5.22e-03      2.46e-01    1.74e-01      1.55e-01    7.73e-02    1.1e-05
   9000      9.65e-01    6.52e-01      1.66e-02    2.00e-02      1.36e-01    1.58e-01      1.60e-01    1.18e-01    1.0e-05
   9100      1.32e+00    1.34e+00      7.20e-02    7.40e-02      3.16e-01    3.52e-01      1.66e-01    1.21e-01    9.8e-06
   9200      9.09e-01    1.30e+00      2.91e-02    6.19e-02      2.03e-01    3.25e-01      1.26e-01    1.62e-01    9.4e-06
   9300      1.95e+00    5.63e-01      1.91e-01    3.92e-03      4.87e-01    1.59e-01      1.49e-01    7.05e-02    8.9e-06
   9400      1.23e+00    4.64e-01      1.67e-01    4.16e-02      2.63e-01    1.17e-01      1.53e-01    8.29e-02    8.5e-06
   9500      1.55e+00    1.31e+00      2.50e-01    4.51e-02      3.23e-01    3.22e-01      2.12e-01    1.99e-01    8.0e-06
   9600      9.57e-01    4.88e-01      1.58e-01    4.12e-02      1.82e-01    1.28e-01      1.21e-01    8.99e-02    7.6e-06
   9700      1.07e+00    6.42e-01      8.27e-02    9.55e-02      2.57e-01    1.54e-01      1.66e-01    1.20e-01    7.3e-06
   9800      1.06e+00    1.19e+00      6.41e-02    1.88e-02      2.85e-01    2.90e-01      1.26e-01    2.01e-01    6.9e-06
   9900      1.24e+00    6.51e-01      1.28e-01    3.85e-02      2.69e-01    1.91e-01      1.86e-01    1.16e-01    6.2e-06
  10000      1.01e+00    1.62e+00      6.50e-02    9.07e-03      2.64e-01    5.53e-01      1.60e-01    8.03e-02    5.9e-06
  10100      1.11e+00    1.26e+00      2.09e-01    5.20e-02      1.80e-01    3.20e-01      1.48e-01    2.17e-01    5.6e-06
  10200      1.23e+00    1.09e+00      5.95e-02    5.67e-02      3.84e-01    3.48e-01      1.04e-01    1.20e-01    5.4e-06
  10300      1.08e+00    9.11e-01      4.64e-02    2.65e-02      2.29e-01    2.47e-01      1.75e-01    1.54e-01    5.1e-06
  10400      1.37e+00    1.44e+00      2.88e-01    4.25e-02      3.28e-01    3.79e-01      1.73e-01    2.56e-01    4.8e-06
  10500      1.02e+00    6.40e-01      1.07e-01    4.50e-03      2.61e-01    1.57e-01      1.35e-01    9.01e-02    4.6e-06
  10600      1.05e+00    9.91e-01      1.19e-02    1.14e-01      3.37e-01    2.48e-01      9.93e-02    1.53e-01    4.4e-06
  10700      9.01e-01    4.02e-01      4.32e-02    5.90e-02      2.20e-01    6.41e-02      1.28e-01    1.15e-01    4.2e-06
  10800      8.57e-01    5.09e-01      4.62e-02    5.11e-02      2.04e-01    1.39e-01      1.30e-01    1.24e-01    3.9e-06
  10900      8.94e-01    8.47e-01      1.18e-02    1.13e-01      1.96e-01    2.27e-01      1.52e-01    1.15e-01    3.8e-06
  11000      9.21e-01    1.19e+00      6.70e-02    8.96e-03      1.35e-01    1.50e-01      1.61e-01    2.05e-01    3.6e-06
  11100      9.15e-01    1.35e+00      6.86e-02    1.29e-02      2.66e-01    5.52e-01      1.46e-01    7.83e-02    3.4e-06
  11200      8.92e-01    9.52e-01      6.69e-02    4.35e-02      1.89e-01    2.93e-01      1.32e-01    1.62e-01    3.2e-06
  11300      9.86e-01    1.31e+00      7.43e-02    1.12e-02      2.92e-01    5.52e-01      1.62e-01    7.79e-02    3.1e-06
  11400      8.33e-01    9.19e-01      2.91e-02    5.01e-03      2.07e-01    1.74e-01      1.38e-01    1.51e-01    2.9e-06
  11500      9.77e-01    1.01e+00      7.22e-02    7.56e-03      2.14e-01    1.74e-01      1.58e-01    1.71e-01    2.8e-06
  11600      8.01e-01    8.27e-01      4.57e-02    4.67e-02      2.22e-01    2.56e-01      1.25e-01    1.46e-01    2.6e-06
  11700      7.09e-01    8.91e-01      7.51e-03    4.29e-02      1.48e-01    2.76e-01      1.22e-01    1.61e-01    2.5e-06
  11800      1.53e+00    7.80e-01      2.17e-01    5.37e-02      4.90e-01    3.32e-01      1.43e-01    1.13e-01    2.4e-06
  11900      7.15e-01    9.63e-01      9.74e-03    4.06e-02      1.59e-01    2.99e-01      1.19e-01    1.80e-01    2.3e-06
  12000      8.12e-01    1.20e+00      1.10e-01    8.01e-03      1.97e-01    5.52e-01      1.42e-01    7.63e-02    2.1e-06
  12100      6.50e-01    1.19e+00      1.15e-02    9.66e-03      1.60e-01    5.51e-01      1.07e-01    7.60e-02    2.0e-06
  12200      1.08e+00    7.68e-01      1.04e-01    1.08e-01      2.51e-01    2.21e-01      2.04e-01    1.14e-01    1.9e-06
  12300      8.19e-01    8.39e-01      3.82e-02    1.17e-01      2.95e-01    2.44e-01      1.44e-01    1.26e-01    1.8e-06
  12400      1.37e+00    3.04e+00      1.60e-01    8.61e-01      2.72e-01    7.32e-01      2.14e-01    3.98e-01    1.8e-06
  12500      8.83e-01    1.01e+00      1.72e-02    3.21e-02      1.48e-01    3.22e-01      1.61e-01    1.96e-01    1.7e-06
  12600      8.41e-01    3.40e-01      3.67e-02    2.80e-02      3.29e-01    1.49e-01      1.33e-01    6.12e-02    1.6e-06
  12700      1.04e+00    8.58e-01      1.65e-01    1.21e-01      2.92e-01    2.19e-01      1.44e-01    1.43e-01    1.5e-06
  12800      8.45e-01    7.11e-01      2.23e-01    4.30e-02      1.29e-01    3.36e-01      9.90e-02    1.14e-01    1.4e-06
  12900      7.83e-01    9.72e-01      4.46e-02    5.51e-03      2.23e-01    1.60e-01      1.29e-01    1.69e-01    1.4e-06
  13000      8.82e-01    6.52e-01      1.98e-02    2.66e-03      2.44e-01    1.64e-01      1.61e-01    1.06e-01    1.3e-06
  13100      9.87e-01    7.37e-01      2.21e-01    8.69e-02      1.86e-01    2.36e-01      1.34e-01    1.23e-01    1.2e-06
  13200      8.61e-01    7.63e-01      7.44e-02    2.74e-03      1.19e-01    1.50e-01      1.53e-01    1.30e-01    1.2e-06
  13300      5.90e-01    3.95e-01      5.09e-02    6.33e-02      1.93e-01    1.08e-01      8.37e-02    1.04e-01    1.1e-06
  13400      7.86e-01    1.00e+00      4.37e-02    3.34e-01      1.40e-01    3.84e-02      1.29e-01    1.15e-01    1.1e-06
  13500      8.99e-01    7.97e-01      4.26e-02    5.51e-03      2.45e-01    1.69e-01      1.58e-01    1.35e-01    1.0e-06
  13600      7.41e-01    7.61e-01      9.40e-03    1.12e-01      1.59e-01    2.25e-01      1.26e-01    1.19e-01    9.5e-07
  13700      9.37e-01    9.04e-01      2.12e-02    3.10e-02      4.39e-01    2.73e-01      1.16e-01    1.91e-01    9.1e-07
  13800      6.83e-01    4.99e-01      9.87e-02    6.01e-03      2.18e-01    1.78e-01      1.06e-01    7.23e-02    8.6e-07
  13900      7.10e-01    9.61e-01      4.04e-02    4.26e-02      2.15e-01    3.08e-01      1.10e-01    1.98e-01    8.2e-07
  14000      7.54e-01    3.15e-01      4.33e-02    5.45e-02      2.26e-01    5.49e-02      1.20e-01    9.13e-02    7.8e-07
  14100      7.87e-01    7.31e-01      2.31e-02    4.98e-02      1.91e-01    2.77e-01      1.49e-01    1.33e-01    7.4e-07
  14200      9.32e-01    4.38e-01      4.15e-02    2.26e-02      1.86e-01    1.78e-01      1.59e-01    1.13e-01    7.0e-07
  14300      6.29e-01    8.75e-01      9.29e-02    7.69e-03      2.08e-01    1.76e-01      9.97e-02    1.51e-01    6.7e-07
  14400      8.11e-01    7.48e-01      1.67e-02    1.09e-01      3.42e-01    2.58e-01      1.01e-01    1.09e-01    6.3e-07
  14500      5.90e-01    7.58e-01      1.70e-02    4.82e-02      1.59e-01    3.51e-01      1.12e-01    1.16e-01    6.0e-07
  14600      1.19e+00    2.94e+00      1.63e-01    8.67e-01      4.95e-01    7.38e-01      1.31e-01    3.94e-01    5.7e-07
  14700      9.26e-01    6.97e-01      2.60e-02    1.11e-01      4.44e-01    2.44e-01      1.21e-01    9.24e-02    5.5e-07
  14800      6.84e-01    9.67e-01      4.39e-02    7.05e-03      2.41e-01    5.52e-01      1.17e-01    7.45e-02    5.2e-07
  14900      1.29e+00    1.01e+00      3.52e-01    3.25e-01      3.02e-01    3.52e-02      1.67e-01    1.42e-01    4.9e-07
  15000      7.63e-01    8.95e-01      4.44e-02    6.29e-03      3.15e-01    1.91e-01      1.43e-01    1.54e-01    4.7e-07
  15100      1.20e+00    2.72e-01      2.86e-01    3.22e-02      3.35e-01    1.23e-01      1.81e-01    6.03e-02    4.4e-07
  15200      4.76e-01    6.35e-01      2.18e-02    1.05e-01      1.51e-01    2.18e-01      8.79e-02    8.33e-02    4.2e-07
  15300      9.03e-01    2.62e-01      8.61e-02    4.42e-02      3.78e-01    3.56e-02      1.01e-01    7.88e-02    4.0e-07
  15400      8.77e-01    6.05e-01      4.31e-02    4.48e-03      1.53e-01    1.78e-01      1.49e-01    9.82e-02    3.8e-07
  15500      7.62e-01    3.94e-01      4.12e-02    5.20e-02      2.24e-01    1.16e-01      1.27e-01    1.13e-01    3.6e-07
  15600      7.98e-01    7.26e-01      4.33e-02    3.79e-02      2.13e-01    3.51e-01      1.34e-01    1.16e-01    3.5e-07
  15700      5.02e-01    8.74e-01      4.31e-02    4.76e-03      1.71e-01    1.77e-01      7.71e-02    1.52e-01    3.3e-07
  15800      1.22e+00    8.68e-01      1.63e-01    7.48e-03      3.21e-01    1.77e-01      1.92e-01    1.50e-01    3.1e-07
  15900      5.82e-01    8.73e-01      5.05e-02    6.37e-03      2.13e-01    1.51e-01      1.23e-01    1.54e-01    3.0e-07
  16000      8.47e-01    6.96e-01      4.42e-02    1.09e-01      2.25e-01    2.56e-01      1.54e-01    9.48e-02    2.8e-07
  16100      8.13e-01    9.26e-01      5.87e-02    7.40e-03      3.88e-01    5.52e-01      9.25e-02    7.42e-02    2.7e-07
  16200      1.35e+00    1.05e+00      2.50e-01    3.43e-01      3.83e-01    3.83e-02      2.36e-01    1.39e-01    2.5e-07
  16300      7.13e-01    1.04e+00      9.95e-03    3.31e-01      3.26e-01    4.15e-02      8.74e-02    1.59e-01    2.4e-07
  16400      1.44e+00    1.04e+00      4.18e-01    3.32e-01      2.80e-01    4.07e-02      2.21e-01    1.58e-01    2.3e-07
  16500      7.51e-01    7.94e-01      8.23e-02    1.12e-01      1.56e-01    2.30e-01      1.18e-01    1.40e-01    2.2e-07
  16600      1.06e+00    7.25e-01      1.63e-01    4.74e-02      2.72e-01    3.51e-01      1.71e-01    1.16e-01    2.1e-07
  16700      7.85e-01    3.93e-01      2.39e-02    6.42e-02      2.22e-01    8.63e-02      1.40e-01    1.15e-01    2.0e-07
  16800      8.91e-01    4.27e-01      2.78e-02    3.45e-02      3.42e-01    1.82e-01      1.20e-01    1.12e-01    1.9e-07
  16900      5.16e-01    8.97e-01      7.31e-02    5.63e-02      1.98e-01    3.63e-01      9.25e-02    1.71e-01    1.8e-07
  17000      7.46e-01    9.87e-01      7.11e-02    7.82e-03      3.08e-01    1.93e-01      1.26e-01    1.72e-01    1.7e-07
  17100      1.22e+00    2.18e-01      3.27e-01    4.12e-02      3.10e-01    3.97e-02      2.04e-01    6.19e-02    1.6e-07
  17200      8.09e-01    8.46e-01      4.28e-02    5.12e-02      1.65e-01    2.96e-01      1.47e-01    1.74e-01    1.5e-07
  17300      6.08e-01    3.88e-01      4.78e-02    5.52e-02      1.93e-01    1.14e-01      1.36e-01    1.11e-01    1.5e-07
  17400      6.26e-01    7.26e-01      3.99e-02    1.07e-01      2.34e-01    2.48e-01      1.03e-01    1.15e-01    1.4e-07
  17500      5.68e-01    3.01e-01      7.21e-02    5.62e-02      1.95e-01    5.99e-02      1.17e-01    8.47e-02    1.3e-07
  17600      1.13e+00    9.03e-01      1.61e-01    8.31e-03      2.59e-01    5.52e-01      1.85e-01    7.41e-02    1.3e-07
  17700      7.04e-01    1.07e+00      2.56e-02    8.66e-03      2.21e-01    1.72e-01      1.28e-01    1.89e-01    1.2e-07
  17800      1.03e+00    6.08e-01      1.62e-01    4.40e-02      2.68e-01    3.47e-01      1.61e-01    1.11e-01    1.1e-07
  17900      8.44e-01    7.12e-01      6.89e-02    1.08e-01      1.87e-01    2.45e-01      1.42e-01    1.10e-01    1.1e-07
  18000      5.05e-01    8.59e-01      4.15e-02    4.73e-02      1.57e-01    3.09e-01      8.16e-02    1.77e-01    1.0e-07
  18100      7.26e-01    4.57e-01      1.48e-01    4.05e-02      1.56e-01    2.02e-01      1.29e-01    1.17e-01    9.7e-08
  18200      6.00e-01    8.97e-01      2.06e-02    8.91e-03      2.32e-01    5.52e-01      1.10e-01    7.41e-02    9.2e-08
  18300      9.31e-01    7.11e-01      3.01e-02    4.61e-02      2.52e-01    3.52e-01      1.74e-01    1.16e-01    8.8e-08
  18400      6.77e-01    7.13e-01      6.95e-02    1.06e-01      2.39e-01    2.43e-01      1.28e-01    1.13e-01    8.3e-08
  18500      7.33e-01    9.35e-01      1.31e-02    4.99e-02      1.88e-01    3.08e-01      1.33e-01    2.00e-01    7.9e-08
  18600      5.42e-01    9.52e-01      7.88e-02    6.67e-03      1.63e-01    1.77e-01      1.10e-01    1.67e-01    7.5e-08
  18700      7.76e-01    4.19e-01      5.00e-02    5.51e-02      3.26e-01    1.27e-01      1.45e-01    1.21e-01    7.2e-08
  18800      7.40e-01    5.91e-01      2.24e-02    3.82e-03      4.32e-01    1.63e-01      8.29e-02    9.90e-02    6.8e-08
  18900      8.94e-01    9.20e-01      8.52e-02    7.57e-03      1.73e-01    2.08e-01      1.49e-01    1.59e-01    6.5e-08
  19000      8.25e-01    7.42e-01      1.03e-01    5.71e-03      2.35e-01    1.76e-01      1.59e-01    1.27e-01    6.1e-08
  19100      7.01e-01    1.02e+00      1.10e-02    3.26e-01      1.80e-01    4.11e-02      1.23e-01    1.56e-01    5.8e-08
  19200      6.86e-01    4.19e-01      6.92e-02    2.71e-02      3.12e-01    1.84e-01      1.10e-01    1.12e-01    5.5e-08
  19300      7.97e-01    3.42e-01      6.57e-02    5.08e-02      1.43e-01    8.06e-02      1.37e-01    1.02e-01    5.3e-08
  19400      6.51e-01    2.98e-01      8.82e-03    5.28e-02      1.59e-01    6.00e-02      1.16e-01    8.59e-02    5.0e-08
  19500      6.10e-01    1.05e+00      9.17e-02    3.29e-01      2.19e-01    4.14e-02      9.46e-02    1.68e-01    4.8e-08
  19600      6.73e-01    7.79e-01      6.85e-02    5.27e-03      1.22e-01    1.77e-01      1.18e-01    1.34e-01    4.5e-08
  19700      7.50e-01    2.89e+00      4.28e-02    8.66e-01      4.03e-01    7.40e-01      8.24e-02    3.92e-01    4.3e-08
  19800      6.85e-01    1.13e+00      8.62e-02    9.56e-03      2.71e-01    1.89e-01      1.04e-01    2.00e-01    3.9e-08
  19900      7.68e-01    6.00e-01      6.42e-02    4.22e-02      1.90e-01    3.48e-01      1.26e-01    1.11e-01    3.7e-08
  20000      6.03e-01    7.04e-01      9.42e-02    4.41e-02      1.91e-01    3.52e-01      1.01e-01    1.16e-01    3.5e-08
