#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   1900      5.31e+00    2.65e+00      7.78e-02    1.45e-01      2.45e-01    6.63e-02      2.95e-01    4.93e-01    3.8e-04
   2000      6.07e+00    6.05e+00      5.63e-02    4.71e-02      3.02e-01    3.06e-01      2.29e-01    2.47e-01    3.6e-04
   2100      5.10e+00    5.78e+00      7.78e-02    1.77e-01      2.51e-01    2.82e-01      2.89e-01    3.49e-01    3.4e-04
   2200      3.36e+00    4.78e+00      2.43e-01    1.95e-02      1.68e-01    2.40e-01      1.86e-01    2.36e-01    3.3e-04
   2300      3.65e+00    2.23e+00      4.42e-02    1.07e-01      1.94e-01    7.83e-02      1.83e-01    3.98e-01    3.1e-04
   2400      4.07e+00    4.24e+00      3.93e-02    3.06e-02      2.15e-01    2.27e-01      2.20e-01    1.97e-01    3.0e-04
   2500      4.19e+00    3.50e+00      2.24e-02    2.18e-02      2.28e-01    1.80e-01      2.20e-01    2.20e-01    2.8e-04
   2600      6.52e+00    4.17e+00      2.90e-01    1.72e-01      3.76e-01    2.31e-01      2.73e-01    2.54e-01    2.7e-04
   2700      2.75e+00    5.39e+00      1.94e-01    2.98e-01      1.31e-01    3.08e-01      1.62e-01    2.42e-01    2.5e-04
   2800      4.14e+00    1.83e+00      1.59e-01    4.49e-02      2.34e-01    1.05e-01      2.30e-01    2.04e-01    2.4e-04
   2900      3.43e+00    1.94e+00      8.91e-02    5.95e-02      2.10e-01    1.20e-01      1.64e-01    1.62e-01    2.3e-04
   3000      5.00e+00    2.21e+00      1.19e-01    4.63e-01      3.19e-01    7.46e-02      1.83e-01    1.69e-01    2.2e-04
   3100      3.89e+00    1.09e+01      1.90e-01    8.64e-01      2.33e-01    7.08e-01      1.81e-01    4.58e-01    2.1e-04
   3200      1.60e+00    3.63e+00      2.54e-01    3.81e-02      6.95e-02    2.48e-01      1.59e-01    1.80e-01    2.0e-04
   3300      3.35e+00    1.03e+01      4.96e-02    8.89e-01      2.27e-01    7.00e-01      1.85e-01    4.66e-01    1.9e-04
   3400      2.68e+00    4.50e+00      2.05e-02    4.37e-02      1.85e-01    3.34e-01      1.64e-01    1.32e-01    1.8e-04
   3500      3.41e+00    1.94e+00      2.38e-02    6.54e-02      2.50e-01    1.32e-01      1.36e-01    2.29e-01    1.7e-04
   3600      5.66e+00    5.30e+00      2.45e-02    1.10e-01      4.30e-01    4.10e-01      1.54e-01    1.34e-01    1.6e-04
   3700      2.22e+00    4.01e+00      1.35e-01    1.31e-01      1.34e-01    3.09e-01      1.94e-01    1.93e-01    1.5e-04
   3800      5.12e+00    4.13e+00      1.96e-02    4.74e-02      4.13e-01    3.22e-01      1.09e-01    2.64e-01    1.5e-04
   3900      2.80e+00    1.30e+00      5.13e-02    1.24e-02      2.10e-01    9.46e-02      1.89e-01    1.85e-01    1.4e-04
   4000      6.03e+00    3.58e+00      1.48e-01    2.84e-02      5.05e-01    3.04e-01      1.96e-01    1.49e-01    1.3e-04
   4100      2.23e+00    2.90e+00      2.76e-02    3.36e-02      1.67e-01    2.21e-01      1.85e-01    2.20e-01    1.2e-04
   4200      2.57e+00    3.78e+00      8.84e-02    2.91e-02      2.17e-01    3.34e-01      1.72e-01    1.94e-01    1.2e-04
   4300      2.96e+00    2.66e+00      1.90e-01    1.77e-01      2.40e-01    2.21e-01      2.25e-01    1.77e-01    1.1e-04
   4400      2.03e+00    1.96e+00      1.01e-02    4.31e-01      1.78e-01    1.09e-01      1.62e-01    1.89e-01    1.1e-04
   4500      3.21e+00    2.74e+00      1.19e-01    2.54e-02      3.04e-01    2.60e-01      1.49e-01    1.50e-01    1.0e-04
   4600      1.50e+00    7.07e+00      3.22e-02    7.60e-01      1.31e-01    6.49e-01      1.35e-01    4.26e-01    9.7e-05
   4700      2.45e+00    2.04e+00      8.66e-02    1.97e-02      2.14e-01    1.60e-01      1.87e-01    2.07e-01    9.2e-05
   4800      2.09e+00    1.73e+00      2.91e-02    3.79e-03      1.88e-01    1.48e-01      1.86e-01    1.58e-01    8.7e-05
   4900      1.75e+00    2.32e+00      5.59e-02    1.44e-01      1.51e-01    2.24e-01      1.60e-01    1.75e-01    8.3e-05
   5000      2.09e+00    2.38e+00      1.20e-01    1.14e-01      1.77e-01    2.39e-01      1.87e-01    1.89e-01    7.9e-05
   5100      2.25e+00    2.62e+00      6.22e-02    1.51e-01      2.15e-01    2.67e-01      2.20e-01    2.04e-01    7.5e-05
   5200      2.64e+00    1.86e+00      5.36e-02    1.80e-02      2.76e-01    2.10e-01      1.76e-01    1.56e-01    7.1e-05
   5300      1.77e+00    1.87e+00      3.74e-01    3.46e-02      1.18e-01    2.10e-01      1.64e-01    1.99e-01    6.8e-05
   5400      2.99e+00    5.64e+00      3.01e-01    1.65e-02      3.16e-01    6.91e-01      2.25e-01    6.29e-02    6.4e-05
   5500      2.32e+00    1.01e+00      7.23e-02    4.74e-02      2.65e-01    1.12e-01      2.01e-01    1.45e-01    6.1e-05
   5600      3.26e+00    1.97e+00      3.25e-02    1.84e-02      3.98e-01    2.09e-01      1.30e-01    1.84e-01    5.8e-05
   5700      2.28e+00    2.43e+00      4.26e-02    1.07e-01      2.67e-01    3.04e-01      1.51e-01    1.47e-01    5.5e-05
   5800      1.68e+00    1.21e+00      3.55e-02    4.43e-03      1.93e-01    1.33e-01      1.50e-01    1.17e-01    5.3e-05
   5900      2.50e+00    3.16e+00      1.00e-02    9.06e-02      3.28e-01    4.32e-01      9.30e-02    9.65e-02    5.0e-05
   6000      2.01e+00    9.44e-01      2.26e-02    3.83e-02      2.43e-01    1.27e-01      2.02e-01    9.52e-02    4.8e-05
   6100      1.03e+00    1.95e+00      3.40e-02    8.39e-02      1.31e-01    2.68e-01      1.60e-01    1.24e-01    4.5e-05
   6200      1.44e+00    2.03e+00      1.14e-02    2.33e-02      1.81e-01    2.98e-01      1.44e-01    1.24e-01    4.3e-05
   6300      1.87e+00    1.54e+00      4.16e-02    4.68e-02      2.20e-01    1.50e-01      1.98e-01    1.95e-01    4.1e-05
   6400      9.86e-01    5.46e-01      2.95e-02    2.25e-02      1.39e-01    3.06e-02      9.23e-02    1.66e-01    3.9e-05
   6500      2.42e+00    1.42e+00      2.55e-02    7.47e-02      3.69e-01    2.04e-01      1.01e-01    1.29e-01    3.7e-05
   6600      1.92e+00    1.71e+00      1.35e-02    1.53e-01      2.43e-01    2.38e-01      1.92e-01    1.47e-01    3.5e-05
   6700      3.13e+00    1.66e+00      2.61e-02    6.43e-03      5.19e-01    2.73e-01      9.63e-02    1.25e-01    3.3e-05
   6800      1.27e+00    8.88e-01      8.11e-02    4.89e-02      1.29e-01    4.24e-02      1.54e-01    2.80e-01    3.2e-05
   6900      1.60e+00    1.64e+00      5.92e-02    4.53e-01      2.41e-01    1.16e-01      1.89e-01    2.14e-01    3.0e-05
   7000      1.64e+00    1.66e+00      3.63e-02    4.67e-02      2.17e-01    2.63e-01      1.90e-01    1.86e-01    2.9e-05
   7100      1.64e+00    7.79e-01      6.88e-02    3.46e-03      2.73e-01    1.18e-01      1.52e-01    7.72e-02    2.7e-05
   7200      2.21e+00    4.56e-01      1.21e-02    3.02e-02      3.88e-01    3.91e-02      9.99e-02    1.34e-01    2.6e-05
   7300      1.92e+00    1.53e+00      1.69e-02    1.32e-01      3.57e-01    2.55e-01      1.08e-01    1.29e-01    2.5e-05
   7400      1.71e+00    8.50e-01      8.53e-02    7.12e-02      2.91e-01    1.44e-01      1.66e-01    1.32e-01    2.3e-05
   7500      1.17e+00    1.61e+00      7.72e-02    7.18e-02      1.99e-01    2.75e-01      1.46e-01    1.98e-01    2.2e-05
   7600      1.24e+00    1.42e+00      4.46e-02    9.70e-02      2.01e-01    2.60e-01      2.00e-01    1.29e-01    2.1e-05
   7700      1.42e+00    1.63e+00      2.72e-01    4.70e-01      1.69e-01    1.21e-01      1.82e-01    2.18e-01    2.0e-05
   7800      1.07e+00    7.52e-01      5.14e-02    4.59e-02      1.68e-01    1.23e-01      1.41e-01    1.63e-01    1.9e-05
   7900      1.34e+00    1.67e+00      1.04e-02    1.45e-02      2.36e-01    3.33e-01      1.57e-01    1.80e-01    1.8e-05
   8000      1.07e+00    1.63e+00      1.75e-02    4.44e-02      1.47e-01    3.30e-01      1.71e-01    1.79e-01    1.7e-05
   8100      1.88e+00    6.86e-01      2.83e-01    2.73e-02      3.05e-01    1.14e-01      2.89e-01    8.09e-02    1.6e-05
   8200      1.05e+00    6.37e-01      1.81e-02    3.82e-02      2.04e-01    9.96e-02      9.81e-02    1.61e-01    1.6e-05
   8300      1.44e+00    1.45e+00      5.42e-02    1.01e-02      2.32e-01    2.05e-01      2.03e-01    2.09e-01    1.5e-05
   8400      1.09e+00    1.80e+00      9.85e-02    3.83e-02      2.05e-01    4.38e-01      1.51e-01    9.24e-02    1.4e-05
   8500      9.46e-01    1.22e+00      1.23e-02    3.38e-02      1.57e-01    2.91e-01      1.27e-01    1.02e-01    1.3e-05
   8600      1.28e+00    1.13e+00      6.93e-02    1.29e-01      2.95e-01    2.38e-01      1.23e-01    1.02e-01    1.3e-05
   8700      1.15e+00    3.51e+00      1.10e-01    7.95e-01      2.34e-01    6.46e-01      1.46e-01    3.72e-01    1.2e-05
   8800      2.00e+00    1.31e+00      2.89e-01    1.72e-02      3.98e-01    2.77e-01      1.97e-01    2.01e-01    1.1e-05
   8900      1.06e+00    6.18e-01      1.20e-02    3.17e-02      1.57e-01    1.30e-01      1.67e-01    1.37e-01    1.1e-05
   9000      1.08e+00    6.16e-01      5.04e-02    1.72e-02      2.07e-01    1.27e-01      1.57e-01    7.42e-02    1.0e-05
   9100      1.03e+00    1.48e+00      5.74e-02    3.97e-02      2.01e-01    2.78e-01      1.35e-01    2.75e-01    9.8e-06
   9200      1.31e+00    3.33e+00      1.31e-02    7.94e-01      2.00e-01    6.47e-01      2.13e-01    3.66e-01    9.4e-06
   9300      7.56e-01    1.01e+00      2.66e-02    1.05e-01      1.58e-01    2.38e-01      1.20e-01    1.15e-01    8.9e-06
   9400      1.62e+00    4.83e-01      3.76e-02    7.53e-02      4.69e-01    6.54e-02      9.78e-02    1.31e-01    8.5e-06
   9500      1.27e+00    1.27e+00      8.43e-02    8.26e-02      3.36e-01    2.71e-01      1.46e-01    2.17e-01    8.0e-06
   9600      1.07e+00    3.14e+00      9.20e-02    7.59e-01      1.86e-01    6.48e-01      1.51e-01    3.56e-01    7.6e-06
   9700      1.06e+00    5.88e-01      1.36e-01    4.25e-02      1.98e-01    1.49e-01      1.79e-01    1.24e-01    7.3e-06
   9800      1.03e+00    1.18e+00      1.19e-01    1.64e-02      2.36e-01    2.14e-01      1.42e-01    1.77e-01    6.9e-06
   9900      1.10e+00    5.19e-01      7.68e-03    2.00e-02      1.81e-01    1.02e-01      1.74e-01    1.48e-01    6.2e-06
  10000      1.43e+00    1.12e+00      1.19e-02    3.16e-01      3.78e-01    1.03e-01      1.32e-01    2.04e-01    5.9e-06
  10100      7.37e-01    6.76e-01      3.37e-02    2.75e-02      1.69e-01    2.04e-01      1.03e-01    1.27e-01    5.6e-06
  10200      1.16e+00    5.55e-01      2.27e-02    1.50e-02      2.68e-01    2.99e-02      2.29e-01    1.92e-01    5.4e-06
  10300      1.10e+00    1.01e+00      1.94e-02    3.08e-02      2.23e-01    2.80e-01      1.96e-01    1.66e-01    5.1e-06
  10400      1.42e+00    9.36e-01      7.20e-02    9.26e-03      4.59e-01    1.45e-01      9.00e-02    1.55e-01    4.8e-06
  10500      9.17e-01    9.78e-01      1.39e-02    4.43e-02      1.75e-01    3.12e-01      1.65e-01    1.32e-01    4.6e-06
  10600      1.05e+00    1.06e+00      1.44e-02    5.75e-03      1.89e-01    1.53e-01      1.75e-01    1.78e-01    4.4e-06
  10700      8.90e-01    1.59e+00      6.94e-02    1.13e-02      2.42e-01    2.57e-01      1.43e-01    2.64e-01    4.2e-06
  10800      1.13e+00    1.64e+00      4.31e-02    5.82e-03      2.47e-01    6.63e-01      1.65e-01    5.49e-02    3.9e-06
  10900      7.36e-01    9.35e-01      9.12e-02    1.08e-01      1.70e-01    2.32e-01      1.08e-01    1.52e-01    3.8e-06
  11000      1.08e+00    5.19e-01      8.58e-03    2.93e-02      3.19e-01    1.54e-01      1.09e-01    1.27e-01    3.6e-06
  11100      1.03e+00    3.41e-01      1.12e-02    3.34e-02      1.67e-01    2.08e-04      1.84e-01    1.15e-01    3.4e-06
  11200      1.02e+00    8.23e-01      1.60e-02    2.91e-02      2.73e-01    2.45e-01      1.52e-01    1.47e-01    3.2e-06
  11300      1.41e+00    8.94e-01      1.53e-01    7.03e-03      2.84e-01    1.70e-01      2.15e-01    1.47e-01    3.1e-06
  11400      6.84e-01    4.98e-01      8.23e-02    3.68e-02      1.91e-01    1.58e-01      1.27e-01    1.19e-01    2.9e-06
  11500      1.26e+00    9.08e-01      2.56e-01    4.49e-02      3.49e-01    2.62e-01      1.68e-01    1.69e-01    2.8e-06
  11600      8.76e-01    7.38e-01      2.28e-02    5.06e-02      1.53e-01    1.87e-01      1.75e-01    2.12e-01    2.6e-06
  11700      9.56e-01    1.01e+00      4.65e-02    6.94e-03      3.25e-01    1.49e-01      1.42e-01    1.73e-01    2.5e-06
  11800      6.64e-01    7.61e-01      2.83e-02    6.20e-02      1.70e-01    2.65e-01      1.26e-01    1.14e-01    2.4e-06
  11900      6.79e-01    8.24e-01      2.72e-02    9.30e-02      1.73e-01    2.41e-01      1.12e-01    1.34e-01    2.3e-06
  12000      1.22e+00    7.26e-01      4.28e-02    4.63e-02      4.69e-01    1.96e-01      1.31e-01    2.08e-01    2.1e-06
  12100      9.34e-01    4.89e-01      8.52e-02    3.90e-02      1.71e-01    1.63e-01      1.54e-01    1.22e-01    2.0e-06
  12200      6.77e-01    8.89e-01      5.82e-02    9.95e-02      1.78e-01    2.31e-01      1.53e-01    1.61e-01    1.9e-06
  12300      7.61e-01    1.01e+00      6.69e-02    6.34e-02      2.58e-01    2.64e-01      1.42e-01    2.05e-01    1.8e-06
  12400      5.52e-01    7.43e-01      5.92e-02    4.82e-02      1.76e-01    3.41e-01      1.25e-01    1.10e-01    1.8e-06
  12500      7.41e-01    1.08e+00      4.64e-02    5.30e-03      2.01e-01    1.73e-01      1.72e-01    1.86e-01    1.7e-06
  12600      8.66e-01    7.01e-01      1.49e-02    4.50e-02      1.95e-01    1.95e-01      1.55e-01    2.05e-01    1.6e-06
  12700      1.12e+00    1.50e+00      2.32e-01    7.80e-03      3.22e-01    2.53e-01      1.69e-01    2.58e-01    1.5e-06
  12800      8.91e-01    7.10e-01      4.92e-02    4.53e-02      2.96e-01    3.39e-01      1.59e-01    1.08e-01    1.4e-06
  12900      9.68e-01    9.15e-01      4.87e-02    4.72e-02      2.79e-01    4.43e-01      2.09e-01    9.34e-02    1.4e-06
  13000      1.08e+00    9.19e-01      1.65e-02    1.08e-01      2.45e-01    2.72e-01      1.74e-01    1.60e-01    1.3e-06
  13100      6.58e-01    6.62e-01      4.14e-02    5.18e-03      1.81e-01    1.34e-01      1.18e-01    1.12e-01    1.2e-06
  13200      7.67e-01    4.44e-01      5.80e-02    1.39e-02      3.17e-01    1.64e-01      1.01e-01    1.17e-01    1.2e-06
  13300      5.17e-01    8.72e-01      1.09e-02    1.03e-02      1.58e-01    1.70e-01      8.18e-02    1.49e-01    1.1e-06
  13400      7.70e-01    5.80e-01      6.06e-02    4.72e-02      2.09e-01    8.20e-02      1.22e-01    1.93e-01    1.1e-06
  13500      9.33e-01    7.01e-01      6.11e-02    7.55e-03      3.28e-01    1.41e-01      1.57e-01    1.19e-01    1.0e-06
  13600      7.24e-01    1.01e+00      9.51e-02    4.34e-02      2.25e-01    2.88e-01      1.25e-01    2.14e-01    9.5e-07
  13700      1.08e+00    8.89e-01      1.86e-02    1.11e-01      1.86e-01    2.39e-01      2.14e-01    1.63e-01    9.1e-07
  13800      9.22e-01    4.47e-01      4.23e-02    3.00e-02      1.91e-01    1.68e-01      1.71e-01    1.18e-01    8.6e-07
  13900      9.78e-01    9.15e-01      8.79e-02    5.65e-02      2.14e-01    3.38e-01      1.59e-01    1.70e-01    8.2e-07
  14000      1.11e+00    1.14e+00      2.55e-02    7.76e-03      2.50e-01    1.93e-01      2.09e-01    2.00e-01    7.8e-07
  14100      7.91e-01    1.14e+00      1.07e-01    1.10e-02      2.86e-01    6.64e-01      1.16e-01    5.27e-02    7.4e-07
  14200      5.69e-01    7.83e-01      2.31e-02    4.45e-02      1.94e-01    2.92e-01      1.10e-01    1.48e-01    7.0e-07
  14300      7.23e-01    5.55e-01      1.28e-01    5.00e-02      1.84e-01    1.99e-01      1.36e-01    1.51e-01    6.7e-07
  14400      6.30e-01    4.17e-01      9.35e-02    5.86e-02      1.98e-01    9.61e-02      1.06e-01    1.23e-01    6.3e-07
  14500      1.27e+00    1.04e+00      1.52e-01    8.69e-03      2.92e-01    1.76e-01      2.02e-01    1.82e-01    6.0e-07
  14600      9.77e-01    8.70e-01      9.42e-03    1.12e-01      3.48e-01    2.63e-01      1.23e-01    1.53e-01    5.7e-07
  14700      1.11e+00    1.10e+00      1.29e-01    1.34e-02      2.70e-01    6.64e-01      1.87e-01    5.54e-02    5.5e-07
  14800      9.77e-01    8.18e-01      2.73e-02    4.13e-02      2.39e-01    4.47e-01      1.85e-01    9.29e-02    5.2e-07
  14900      8.35e-01    3.52e-01      1.51e-01    5.43e-02      2.45e-01    7.71e-02      1.21e-01    1.03e-01    4.9e-07
  15000      1.02e+00    7.02e-01      9.88e-03    1.09e-01      2.09e-01    2.22e-01      1.79e-01    1.06e-01    4.7e-07
  15100      6.90e-01    6.63e-01      4.55e-02    4.06e-02      1.60e-01    2.58e-01      1.27e-01    1.25e-01    4.4e-07
  15200      6.57e-01    2.59e+00      7.07e-02    7.66e-01      2.08e-01    6.69e-01      1.30e-01    3.34e-01    4.2e-07
  15300      9.33e-01    8.40e-01      3.98e-02    4.99e-02      2.22e-01    3.04e-01      1.70e-01    1.67e-01    4.0e-07
  15400      9.68e-01    7.51e-01      5.86e-02    1.05e-01      2.33e-01    2.52e-01      1.67e-01    1.22e-01    3.8e-07
  15500      9.28e-01    3.81e-01      7.23e-02    5.69e-02      1.59e-01    5.74e-02      1.67e-01    1.18e-01    3.6e-07
  15600      6.94e-01    4.45e-01      7.60e-02    9.46e-03      2.39e-01    1.56e-01      1.40e-01    6.79e-02    3.5e-07
  15700      5.21e-01    4.31e-01      4.17e-02    2.75e-02      2.39e-01    1.75e-01      6.97e-02    1.16e-01    3.3e-07
  15800      9.35e-01    8.31e-01      3.86e-02    1.18e-01      3.21e-01    3.25e-01      1.96e-01    1.18e-01    3.1e-07
  15900      9.96e-01    8.30e-01      4.55e-02    3.95e-02      2.22e-01    2.86e-01      1.90e-01    1.72e-01    3.0e-07
  16000      9.44e-01    2.58e+00      8.97e-02    7.69e-01      4.68e-01    6.70e-01      7.72e-02    3.34e-01    2.8e-07
  16100      9.23e-01    4.17e-01      4.21e-02    7.20e-03      4.52e-01    1.41e-01      1.03e-01    6.51e-02    2.7e-07
  16200      7.31e-01    7.44e-01      6.98e-02    1.14e-01      2.45e-01    2.65e-01      1.44e-01    1.08e-01    2.5e-07
  16300      9.15e-01    3.86e-01      4.20e-02    6.56e-03      2.17e-01    1.49e-01      1.67e-01    5.72e-02    2.4e-07
  16400      4.77e-01    4.40e-01      1.78e-02    6.83e-03      1.25e-01    1.22e-01      9.86e-02    7.28e-02    2.3e-07
  16500      1.05e+00    4.40e-01      6.99e-02    7.26e-03      2.06e-01    1.18e-01      1.83e-01    7.33e-02    2.2e-07
  16600      6.33e-01    1.34e+00      4.40e-02    7.35e-03      1.66e-01    2.03e-01      1.19e-01    2.38e-01    2.1e-07
  16700      7.72e-01    8.89e-01      4.13e-02    4.01e-02      2.61e-01    3.20e-01      1.70e-01    1.83e-01    2.0e-07
  16800      9.57e-01    4.05e-01      7.78e-03    5.44e-02      1.75e-01    6.89e-02      1.68e-01    1.27e-01    1.9e-07
  16900      6.54e-01    1.05e+00      7.60e-02    3.26e-01      2.38e-01    8.30e-02      1.33e-01    1.72e-01    1.8e-07
  17000      8.61e-01    1.01e+00      2.44e-02    4.12e-02      2.24e-01    3.14e-01      1.73e-01    2.21e-01    1.7e-07
  17100      6.60e-01    7.37e-01      6.89e-02    1.08e-01      2.33e-01    2.47e-01      1.28e-01    1.18e-01    1.6e-07
  17200      5.23e-01    4.12e-01      4.24e-02    5.51e-02      1.85e-01    8.80e-02      8.76e-02    1.27e-01    1.5e-07
  17300      9.35e-01    1.10e+00      1.68e-02    3.33e-01      3.80e-01    1.01e-01      1.14e-01    1.94e-01    1.5e-07
  17400      7.81e-01    1.28e+00      2.52e-02    8.38e-03      1.25e-01    2.18e-01      1.55e-01    2.27e-01    1.4e-07
  17500      8.92e-01    3.20e-01      4.40e-02    5.96e-02      5.02e-01    3.29e-02      8.48e-02    9.44e-02    1.3e-07
  17600      8.02e-01    2.56e+00      4.28e-02    7.65e-01      2.09e-01    6.71e-01      1.55e-01    3.33e-01    1.3e-07
  17700      8.77e-01    1.20e+00      3.95e-02    3.27e-02      3.53e-01    3.12e-01      1.65e-01    2.76e-01    1.2e-07
  17800      8.88e-01    6.25e-01      4.05e-02    5.09e-02      2.78e-01    1.26e-01      2.00e-01    2.05e-01    1.1e-07
  17900      9.64e-01    2.55e+00      2.88e-02    7.65e-01      2.07e-01    6.71e-01      1.68e-01    3.33e-01    1.1e-07
  18000      7.69e-01    5.69e-01      4.46e-02    4.46e-02      2.34e-01    1.98e-01      1.74e-01    1.68e-01    1.0e-07
  18100      8.66e-01    8.40e-01      4.64e-02    1.08e-01      4.62e-01    2.36e-01      9.31e-02    1.58e-01    9.7e-08
  18200      1.06e+00    9.01e-01      4.27e-02    6.39e-03      2.48e-01    1.55e-01      1.92e-01    1.59e-01    9.2e-08
  18300      8.17e-01    8.44e-01      1.26e-01    5.08e-02      3.22e-01    3.18e-01      1.11e-01    1.70e-01    8.8e-08
  18400      7.39e-01    9.35e-01      1.11e-01    3.51e-02      2.72e-01    2.88e-01      1.20e-01    2.06e-01    8.3e-08
  18500      1.92e+00    7.59e-01      5.26e-01    3.63e-02      5.07e-01    4.50e-01      2.91e-01    9.20e-02    7.9e-08
  18600      7.00e-01    1.27e+00      7.43e-02    9.67e-03      2.23e-01    2.27e-01      1.42e-01    2.24e-01    7.5e-08
  18700      9.76e-01    1.01e+00      1.28e-01    7.14e-03      2.65e-01    1.79e-01      1.71e-01    1.78e-01    7.2e-08
  18800      6.56e-01    8.06e-01      1.38e-01    4.71e-02      1.82e-01    3.21e-01      1.18e-01    1.59e-01    6.8e-08
  18900      6.59e-01    1.00e+00      4.51e-02    1.38e-02      1.75e-01    6.65e-01      1.70e-01    5.46e-02    6.5e-08
  19000      7.30e-01    1.36e+00      9.63e-02    8.81e-03      2.32e-01    2.32e-01      1.38e-01    2.41e-01    6.1e-08
  19100      9.37e-01    9.91e-01      6.11e-02    3.48e-02      2.25e-01    2.91e-01      1.65e-01    2.22e-01    5.8e-08
  19200      7.70e-01    6.98e-01      8.48e-02    4.97e-02      1.57e-01    1.77e-01      1.35e-01    2.25e-01    5.5e-08
  19300      6.50e-01    5.97e-01      7.28e-02    3.63e-02      3.11e-01    3.57e-01      1.01e-01    1.03e-01    5.3e-08
  19400      7.43e-01    9.04e-01      7.21e-02    6.51e-03      2.06e-01    1.58e-01      1.59e-01    1.60e-01    5.0e-08
  19500      8.56e-01    4.21e-01      9.59e-02    2.76e-02      2.19e-01    1.78e-01      1.33e-01    1.15e-01    4.8e-08
  19600      8.84e-01    1.02e+00      3.44e-02    3.31e-02      2.56e-01    2.88e-01      2.02e-01    2.30e-01    4.5e-08
  19700      1.04e+00    9.98e-01      2.54e-02    1.32e-02      2.53e-01    6.65e-01      1.99e-01    5.42e-02    4.3e-08
  19800      6.35e-01    4.32e-01      4.22e-02    4.44e-02      2.07e-01    7.92e-02      1.14e-01    1.41e-01    3.9e-08
  19900      7.99e-01    1.05e+00      1.88e-02    9.19e-03      2.01e-01    1.97e-01      1.59e-01    1.84e-01    3.7e-08
  20000      8.60e-01    5.97e-01      3.00e-02    3.86e-02      1.94e-01    3.58e-01      1.53e-01    1.03e-01    3.5e-08
