#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   3300      4.12e+00    4.41e+00      1.74e-01    6.89e-02      2.70e-01    3.10e-01      2.51e-01    2.08e-01    1.9e-04
   3400      4.54e+00    3.46e+00      5.19e-02    6.16e-03      3.26e-01    2.55e-01      2.24e-01    1.52e-01    1.8e-04
   3500      2.25e+00    4.63e+00      1.18e-01    1.66e-01      1.62e-01    3.38e-01      1.38e-01    2.14e-01    1.7e-04
   3600      2.87e+00    1.69e+00      1.37e-01    1.03e-01      2.00e-01    1.03e-01      1.41e-01    2.76e-01    1.6e-04
   3700      3.95e+00    1.38e+00      9.52e-02    3.41e-02      3.07e-01    9.31e-02      1.71e-01    2.04e-01    1.5e-04
   3800      2.94e+00    6.61e+00      3.10e-02    5.46e-03      2.22e-01    5.42e-01      1.76e-01    1.06e-01    1.5e-04
   3900      5.32e+00    3.69e+00      2.50e-01    5.70e-02      4.27e-01    3.03e-01      2.52e-01    1.72e-01    1.4e-04
   4000      3.00e+00    1.83e+00      1.58e-01    1.82e-02      2.33e-01    1.27e-01      1.41e-01    1.62e-01    1.3e-04
   4100      3.03e+00    3.36e+00      1.08e-01    2.36e-01      2.44e-01    2.65e-01      1.95e-01    2.08e-01    1.2e-04
   4200      2.30e+00    2.28e+00      1.79e-01    3.12e-02      1.66e-01    1.99e-01      1.80e-01    1.28e-01    1.2e-04
   4300      2.44e+00    2.89e+00      2.66e-02    1.59e-01      2.02e-01    2.54e-01      1.90e-01    1.29e-01    1.1e-04
   4400      2.80e+00    3.32e+00      2.53e-02    3.76e-02      2.51e-01    2.89e-01      2.08e-01    2.90e-01    1.1e-04
   4500      2.48e+00    3.95e+00      1.73e-01    1.36e-02      2.10e-01    3.82e-01      2.00e-01    1.50e-01    1.0e-04
   4600      3.21e+00    1.71e+00      1.47e-01    1.80e-02      2.83e-01    1.35e-01      2.35e-01    1.65e-01    9.7e-05
   4700      1.75e+00    2.24e+00      8.39e-02    1.35e-01      1.51e-01    2.08e-01      2.00e-01    1.57e-01    9.2e-05
   4800      1.70e+00    2.88e+00      1.41e-02    9.29e-03      1.56e-01    3.01e-01      1.48e-01    1.39e-01    8.7e-05
   4900      3.61e+00    1.44e+00      2.43e-01    3.72e-01      3.62e-01    5.00e-02      1.96e-01    1.91e-01    8.3e-05
   5000      2.38e+00    2.98e+00      1.53e-01    1.09e-01      2.25e-01    3.06e-01      1.94e-01    2.24e-01    7.9e-05
   5100      2.38e+00    1.22e+00      8.84e-02    5.08e-02      2.51e-01    1.26e-01      1.72e-01    1.54e-01    7.5e-05
   5200      2.71e+00    2.84e+00      2.87e-01    7.58e-02      2.71e-01    3.06e-01      2.49e-01    2.27e-01    7.1e-05
   5300      2.04e+00    1.08e+00      6.37e-02    2.15e-01      2.08e-01    4.35e-02      1.80e-01    2.36e-01    6.8e-05
   5400      1.77e+00    2.08e+00      9.43e-02    2.19e-02      2.00e-01    2.50e-01      1.29e-01    1.43e-01    6.4e-05
   5500      1.83e+00    1.73e+00      1.02e-01    1.93e-02      1.92e-01    1.82e-01      1.55e-01    1.53e-01    6.1e-05
   5600      1.77e+00    1.87e+00      4.25e-02    2.16e-02      1.93e-01    2.01e-01      1.65e-01    1.68e-01    5.8e-05
   5700      2.54e+00    1.45e+00      6.56e-02    1.36e-02      3.20e-01    1.46e-01      1.47e-01    1.55e-01    5.5e-05
   5800      2.53e+00    1.81e+00      3.03e-02    7.72e-02      3.17e-01    2.31e-01      1.43e-01    1.18e-01    5.3e-05
   5900      1.38e+00    3.42e+00      5.03e-02    1.01e-03      1.60e-01    4.65e-01      1.32e-01    1.13e-01    5.0e-05
   6000      2.56e+00    1.22e+00      9.89e-02    6.09e-03      3.28e-01    1.31e-01      1.37e-01    1.32e-01    4.8e-05
   6100      2.00e+00    2.22e+00      1.01e-01    1.20e-01      2.67e-01    2.89e-01      1.52e-01    1.97e-01    4.5e-05
   6200      1.55e+00    1.23e+00      3.24e-02    7.21e-03      1.77e-01    1.39e-01      1.73e-01    1.36e-01    4.3e-05
   6300      8.49e-01    1.24e+00      9.92e-02    2.46e-02      5.68e-02    1.61e-01      1.94e-01    2.11e-01    4.1e-05
   6400      2.34e+00    1.14e+00      3.34e-02    3.14e-01      3.42e-01    5.15e-02      1.81e-01    1.75e-01    3.9e-05
   6500      1.36e+00    1.28e+00      2.01e-02    1.11e-01      1.82e-01    1.93e-01      1.29e-01    9.38e-02    3.7e-05
   6600      1.08e+00    8.60e-01      7.58e-02    4.58e-02      1.18e-01    1.15e-01      1.42e-01    1.59e-01    3.5e-05
   6700      1.11e+00    1.51e+00      1.89e-02    1.10e-01      1.27e-01    2.25e-01      1.59e-01    1.22e-01    3.3e-05
   6800      1.81e+00    1.12e+00      4.39e-02    1.50e-02      2.63e-01    1.64e-01      1.73e-01    9.89e-02    3.2e-05
   6900      1.55e+00    1.12e+00      8.15e-02    9.01e-03      2.42e-01    1.36e-01      1.51e-01    1.41e-01    3.0e-05
   7000      2.09e+00    1.34e+00      2.85e-01    4.07e-01      3.11e-01    6.40e-02      1.98e-01    1.45e-01    2.9e-05
   7100      1.96e+00    2.54e+00      4.84e-02    3.00e-03      3.28e-01    4.55e-01      1.24e-01    1.10e-01    2.7e-05
   7200      1.63e+00    1.69e+00      6.16e-02    7.18e-02      2.68e-01    2.75e-01      1.85e-01    1.92e-01    2.6e-05
   7300      1.33e+00    9.22e-01      2.90e-02    1.12e-02      2.07e-01    1.65e-01      1.72e-01    1.22e-01    2.5e-05
   7400      2.17e+00    1.07e+00      1.79e-02    6.28e-02      4.10e-01    1.85e-01      1.15e-01    1.65e-01    2.3e-05
   7500      1.11e+00    7.89e-01      4.59e-02    3.39e-02      1.37e-01    1.31e-01      1.54e-01    1.52e-01    2.2e-05
   7600      1.14e+00    1.01e+00      1.22e-02    8.03e-03      1.69e-01    1.39e-01      1.45e-01    1.33e-01    2.1e-05
   7700      1.14e+00    9.29e-01      5.69e-02    7.22e-02      1.90e-01    1.77e-01      1.26e-01    1.23e-01    2.0e-05
   7800      1.11e+00    9.41e-01      4.04e-02    3.45e-02      1.71e-01    1.89e-01      1.35e-01    1.20e-01    1.9e-05
   7900      1.31e+00    7.11e-01      7.20e-02    1.82e-02      2.36e-01    1.38e-01      1.35e-01    1.19e-01    1.8e-05
   8000      1.18e+00    1.09e+00      6.36e-02    4.15e-03      1.83e-01    1.50e-01      1.44e-01    1.52e-01    1.7e-05
   8100      1.04e+00    7.91e-01      2.82e-02    2.59e-02      1.83e-01    1.64e-01      1.29e-01    1.21e-01    1.6e-05
   8200      1.13e+00    1.06e+00      9.71e-03    1.09e-03      1.86e-01    1.83e-01      1.57e-01    1.30e-01    1.6e-05
   8300      2.02e+00    7.30e-01      1.48e-01    1.15e-02      4.25e-01    1.56e-01      1.61e-01    1.21e-01    1.5e-05
   8400      1.87e+00    1.64e+00      1.28e-02    6.54e-02      4.23e-01    3.40e-01      1.44e-01    2.12e-01    1.4e-05
   8500      1.21e+00    1.14e+00      4.17e-02    4.23e-03      2.22e-01    1.62e-01      1.40e-01    1.67e-01    1.3e-05
   8600      9.59e-01    1.03e+00      5.45e-02    5.36e-03      1.88e-01    1.92e-01      1.18e-01    1.28e-01    1.3e-05
   8700      9.96e-01    1.12e+00      4.25e-02    8.78e-02      1.83e-01    2.30e-01      1.47e-01    1.52e-01    1.2e-05
   8800      1.21e+00    1.28e+00      1.04e-01    1.13e-01      2.64e-01    2.67e-01      1.42e-01    1.69e-01    1.1e-05
   8900      1.37e+00    1.07e+00      7.91e-02    1.11e-01      3.14e-01    2.35e-01      1.55e-01    1.19e-01    1.1e-05
   9000      1.18e+00    7.09e-01      6.80e-02    2.81e-02      2.50e-01    1.75e-01      1.90e-01    1.20e-01    1.0e-05
   9100      9.39e-01    7.13e-01      7.73e-03    2.71e-02      2.07e-01    1.82e-01      1.20e-01    1.15e-01    9.8e-06
   9200      1.58e+00    1.49e+00      3.10e-01    1.98e-02      2.98e-01    3.14e-01      1.71e-01    2.57e-01    9.4e-06
   9300      1.19e+00    1.02e+00      1.36e-01    9.32e-02      2.13e-01    2.31e-01      1.90e-01    1.37e-01    8.9e-06
   9400      9.04e-01    3.29e+00      1.81e-02    8.22e-01      1.86e-01    6.27e-01      1.28e-01    3.73e-01    8.5e-06
   9500      8.92e-01    1.08e+00      1.16e-02    3.38e-01      1.55e-01    4.18e-02      1.41e-01    1.53e-01    8.0e-06
   9600      1.44e+00    1.02e+00      2.77e-01    3.22e-01      3.08e-01    2.59e-02      1.72e-01    1.47e-01    7.6e-06
   9700      1.27e+00    9.65e-01      2.41e-02    3.11e-01      3.42e-01    3.75e-02      1.69e-01    1.21e-01    7.3e-06
   9800      1.09e+00    1.26e+00      1.27e-01    5.73e-02      2.16e-01    2.98e-01      1.72e-01    2.14e-01    6.9e-06
   9900      1.14e+00    7.42e-01      9.08e-02    1.53e-02      3.03e-01    2.03e-01      1.59e-01    8.18e-02    6.2e-06
  10000      9.44e-01    1.27e+00      4.87e-02    4.05e-01      2.07e-01    5.25e-02      1.40e-01    1.74e-01    5.9e-06
  10100      1.04e+00    1.36e+00      4.60e-02    6.31e-03      2.82e-01    4.50e-01      1.03e-01    9.90e-02    5.6e-06
  10200      1.32e+00    1.16e+00      2.33e-01    3.65e-01      3.14e-01    4.68e-02      1.68e-01    1.71e-01    5.4e-06
  10300      1.67e+00    8.99e-01      3.97e-01    1.19e-01      3.20e-01    2.28e-01      2.21e-01    1.13e-01    5.1e-06
  10400      1.63e+00    5.44e-01      3.06e-01    1.91e-02      3.19e-01    1.64e-01      2.47e-01    1.16e-01    4.8e-06
  10500      9.37e-01    9.60e-01      8.44e-02    6.83e-03      1.64e-01    1.99e-01      1.36e-01    1.47e-01    4.6e-06
  10600      9.84e-01    9.09e-01      2.79e-02    1.19e-01      2.04e-01    2.35e-01      1.77e-01    1.22e-01    4.4e-06
  10700      1.08e+00    7.40e-01      1.29e-01    1.78e-03      2.39e-01    1.43e-01      1.86e-01    1.18e-01    4.2e-06
  10800      8.27e-01    1.03e+00      4.86e-02    5.40e-03      1.95e-01    1.63e-01      1.30e-01    1.72e-01    3.9e-06
  10900      9.37e-01    2.96e+00      4.43e-02    8.12e-01      2.74e-01    6.28e-01      1.02e-01    3.72e-01    3.8e-06
  11000      7.07e-01    2.92e+00      4.08e-02    8.02e-01      1.90e-01    6.28e-01      1.03e-01    3.69e-01    3.6e-06
  11100      1.09e+00    2.96e+00      1.53e-01    8.23e-01      2.25e-01    6.29e-01      1.67e-01    3.74e-01    3.4e-06
  11200      1.02e+00    8.76e-01      1.72e-01    8.38e-03      2.23e-01    1.87e-01      1.39e-01    1.39e-01    3.2e-06
  11300      8.27e-01    1.10e+00      2.96e-02    6.87e-02      2.22e-01    3.37e-01      1.42e-01    1.85e-01    3.1e-06
  11400      1.03e+00    7.66e-01      2.12e-02    3.49e-02      3.76e-01    3.06e-01      1.25e-01    1.21e-01    2.9e-06
  11500      8.89e-01    4.20e-01      8.35e-02    4.12e-02      2.72e-01    1.30e-01      1.38e-01    1.01e-01    2.8e-06
  11600      1.05e+00    5.13e-01      1.54e-01    4.03e-02      2.24e-01    1.76e-01      1.64e-01    1.15e-01    2.6e-06
  11700      9.64e-01    9.25e-01      3.08e-02    5.08e-03      1.92e-01    1.52e-01      1.59e-01    1.57e-01    2.5e-06
  11800      9.29e-01    1.06e+00      4.36e-02    7.56e-03      2.17e-01    1.71e-01      1.59e-01    1.81e-01    2.4e-06
  11900      8.30e-01    7.92e-01      4.97e-02    3.61e-02      2.26e-01    2.62e-01      1.35e-01    1.40e-01    2.3e-06
  12000      8.72e-01    8.10e-01      6.45e-02    4.22e-03      2.39e-01    2.01e-01      1.55e-01    1.27e-01    2.1e-06
  12100      7.68e-01    1.03e+00      4.91e-02    6.01e-02      2.15e-01    2.84e-01      1.28e-01    2.04e-01    2.0e-06
  12200      9.06e-01    8.88e-01      2.93e-02    6.75e-02      1.84e-01    3.07e-01      1.52e-01    1.46e-01    1.9e-06
  12300      7.53e-01    9.32e-01      1.42e-01    4.28e-02      1.71e-01    2.64e-01      1.18e-01    1.88e-01    1.8e-06
  12400      1.06e+00    6.37e-01      1.41e-01    4.19e-03      2.79e-01    1.80e-01      1.60e-01    9.68e-02    1.8e-06
  12500      6.48e-01    6.63e-01      9.14e-03    3.50e-03      1.49e-01    1.51e-01      1.26e-01    1.09e-01    1.7e-06
  12600      9.14e-01    8.63e-01      3.42e-02    2.68e-01      2.89e-01    1.42e-02      1.22e-01    1.44e-01    1.6e-06
  12700      7.85e-01    3.78e-01      1.31e-02    2.41e-02      2.13e-01    5.20e-02      1.31e-01    1.27e-01    1.5e-06
  12800      9.55e-01    4.36e-01      7.05e-02    2.97e-02      2.78e-01    1.72e-01      1.75e-01    1.01e-01    1.4e-06
  12900      7.88e-01    9.12e-01      1.02e-01    2.88e-01      2.36e-01    1.73e-02      1.30e-01    1.42e-01    1.4e-06
  13000      8.49e-01    1.09e+00      1.29e-01    5.29e-02      2.60e-01    2.91e-01      1.19e-01    2.32e-01    1.3e-06
  13100      7.83e-01    1.06e+00      2.71e-02    5.79e-02      1.78e-01    3.11e-01      1.27e-01    2.16e-01    1.2e-06
  13200      7.46e-01    4.80e-01      2.61e-02    5.63e-02      2.00e-01    1.25e-01      1.21e-01    1.39e-01    1.2e-06
  13300      7.69e-01    5.08e-01      1.63e-02    5.52e-02      1.94e-01    1.10e-01      1.30e-01    1.56e-01    1.1e-06
  13400      9.36e-01    7.22e-01      6.45e-02    5.55e-03      3.14e-01    1.89e-01      1.70e-01    1.17e-01    1.1e-06
  13500      7.99e-01    8.40e-01      3.17e-02    1.13e-01      2.16e-01    2.55e-01      1.46e-01    1.38e-01    1.0e-06
  13600      1.23e+00    8.40e-01      2.44e-01    4.32e-03      3.84e-01    1.69e-01      1.82e-01    1.44e-01    9.5e-07
  13700      7.75e-01    5.45e-01      2.09e-01    3.18e-02      4.31e-02    1.80e-01      1.57e-01    1.56e-01    9.1e-07
  13800      8.63e-01    7.79e-01      4.58e-02    5.62e-02      3.43e-01    2.50e-01      1.21e-01    1.53e-01    8.6e-07
  13900      7.53e-01    6.53e-01      5.62e-02    6.12e-02      1.93e-01    1.89e-01      1.22e-01    1.92e-01    8.2e-07
  14000      6.93e-01    4.55e-01      8.60e-02    3.90e-02      1.99e-01    1.85e-01      1.34e-01    1.12e-01    7.8e-07
  14100      9.25e-01    9.76e-01      5.73e-02    5.38e-03      3.25e-01    1.82e-01      1.70e-01    1.69e-01    7.4e-07
  14200      7.25e-01    1.08e+00      4.05e-02    5.65e-02      2.13e-01    3.04e-01      1.24e-01    2.33e-01    7.0e-07
  14300      9.28e-01    2.76e+00      1.30e-01    8.26e-01      2.21e-01    6.37e-01      1.72e-01    3.69e-01    6.7e-07
  14400      7.57e-01    6.11e-01      6.10e-02    3.98e-02      1.94e-01    3.11e-01      1.23e-01    1.15e-01    6.3e-07
  14500      6.64e-01    6.81e-01      3.98e-02    1.10e-01      1.54e-01    2.08e-01      1.07e-01    9.94e-02    6.0e-07
  14600      6.63e-01    6.23e-01      2.68e-02    4.50e-03      1.95e-01    1.86e-01      1.27e-01    9.96e-02    5.7e-07
  14700      1.26e+00    5.14e-01      2.30e-01    6.27e-02      3.37e-01    1.05e-01      2.08e-01    1.60e-01    5.5e-07
  14800      1.20e+00    8.39e-01      1.60e-01    1.17e-01      2.62e-01    2.55e-01      1.92e-01    1.41e-01    5.2e-07
  14900      1.26e+00    4.28e-01      2.97e-01    6.08e-02      3.78e-01    6.19e-02      1.98e-01    1.34e-01    4.9e-07
  15000      7.55e-01    9.75e-01      1.40e-02    3.08e-01      2.15e-01    2.16e-02      1.38e-01    1.55e-01    4.7e-07
  15100      6.47e-01    8.03e-01      4.45e-03    4.62e-02      1.73e-01    4.13e-01      1.07e-01    1.10e-01    4.4e-07
  15200      9.98e-01    2.76e+00      1.54e-01    8.32e-01      2.34e-01    6.38e-01      1.61e-01    3.71e-01    4.2e-07
  15300      6.87e-01    9.37e-01      6.06e-02    5.90e-02      2.47e-01    2.72e-01      1.37e-01    2.01e-01    4.0e-07
  15400      9.07e-01    4.60e-01      3.02e-02    6.37e-02      3.59e-01    6.19e-02      1.50e-01    1.46e-01    3.8e-07
  15500      8.31e-01    8.72e-01      2.56e-02    3.04e-03      2.34e-01    1.78e-01      1.48e-01    1.51e-01    3.6e-07
  15600      5.46e-01    4.85e-01      1.70e-02    4.12e-02      1.99e-01    1.68e-01      1.02e-01    1.39e-01    3.5e-07
  15700      8.92e-01    4.34e-01      1.51e-01    2.53e-02      2.52e-01    1.88e-01      1.38e-01    1.13e-01    3.3e-07
  15800      8.03e-01    8.43e-01      4.45e-02    4.37e-03      2.44e-01    4.47e-01      1.27e-01    9.08e-02    3.1e-07
  15900      8.12e-01    7.85e-01      9.29e-03    5.43e-03      1.77e-01    1.74e-01      1.48e-01    1.35e-01    3.0e-07
  16000      6.05e-01    4.79e-01      2.78e-02    5.55e-02      2.36e-01    1.30e-01      1.01e-01    1.44e-01    2.8e-07
  16100      6.32e-01    8.37e-01      1.36e-01    4.03e-03      9.77e-02    4.47e-01      1.47e-01    9.07e-02    2.7e-07
  16200      7.78e-01    9.90e-01      4.58e-02    3.04e-01      2.39e-01    3.68e-02      1.42e-01    1.72e-01    2.5e-07
  16300      6.17e-01    3.21e-01      2.20e-02    3.89e-02      2.06e-01    1.11e-01      1.16e-01    8.88e-02    2.4e-07
  16400      7.85e-01    9.79e-01      7.26e-02    3.08e-01      2.18e-01    1.69e-02      1.59e-01    1.57e-01    2.3e-07
  16500      7.57e-01    8.39e-01      2.71e-02    5.03e-03      1.98e-01    1.63e-01      1.42e-01    1.47e-01    2.2e-07
  16600      7.05e-01    5.77e-01      6.39e-02    1.10e-01      1.82e-01    2.10e-01      1.21e-01    5.17e-02    2.1e-07
  16700      7.62e-01    8.51e-01      5.54e-02    5.32e-02      3.07e-01    2.95e-01      1.47e-01    1.75e-01    2.0e-07
  16800      9.49e-01    4.28e-01      1.10e-01    2.95e-02      1.26e-01    1.87e-01      1.60e-01    1.12e-01    1.9e-07
  16900      7.63e-01    8.92e-01      4.10e-02    4.99e-03      1.72e-01    2.05e-01      1.29e-01    1.53e-01    1.8e-07
  17000      7.07e-01    4.62e-01      9.62e-02    5.76e-02      2.48e-01    1.17e-01      1.14e-01    1.40e-01    1.7e-07
  17100      8.29e-01    5.39e-01      4.19e-02    4.70e-03      2.89e-01    1.55e-01      1.17e-01    8.90e-02    1.6e-07
  17200      7.44e-01    6.57e-01      7.92e-02    1.10e-01      2.10e-01    2.10e-01      1.54e-01    9.43e-02    1.5e-07
  17300      6.15e-01    7.90e-01      9.73e-02    1.16e-01      2.02e-01    2.38e-01      9.86e-02    1.34e-01    1.5e-07
  17400      1.08e+00    8.12e-01      1.58e-01    1.18e-01      2.68e-01    2.13e-01      1.64e-01    1.46e-01    1.4e-07
  17500      8.94e-01    1.03e+00      1.56e-01    4.71e-02      2.71e-01    2.99e-01      1.26e-01    2.29e-01    1.3e-07
  17600      6.80e-01    5.05e-01      1.51e-02    4.86e-02      1.78e-01    3.86e-02      1.32e-01    1.71e-01    1.3e-07
  17700      9.83e-01    4.32e-01      1.29e-01    5.03e-02      2.45e-01    1.18e-01      1.89e-01    1.31e-01    1.2e-07
  17800      8.04e-01    4.03e-01      2.39e-02    5.48e-02      1.86e-01    8.41e-02      1.63e-01    1.24e-01    1.1e-07
  17900      6.32e-01    8.17e-01      7.49e-02    4.89e-03      2.14e-01    4.47e-01      1.30e-01    9.04e-02    1.1e-07
  18000      7.88e-01    1.06e+00      1.93e-02    4.93e-02      1.64e-01    2.90e-01      1.58e-01    2.38e-01    1.0e-07
  18100      6.96e-01    8.16e-01      2.26e-02    5.11e-03      1.98e-01    4.47e-01      1.31e-01    9.04e-02    9.7e-08
  18200      6.13e-01    3.62e-01      2.83e-02    4.01e-02      1.84e-01    1.56e-01      9.96e-02    9.18e-02    9.2e-08
  18300      8.42e-01    4.88e-01      2.32e-02    4.21e-02      3.80e-01    1.89e-01      1.36e-01    1.37e-01    8.8e-08
  18400      6.30e-01    9.43e-01      2.52e-02    3.01e-01      2.27e-01    3.75e-02      1.22e-01    1.43e-01    8.3e-08
  18500      8.49e-01    9.29e-01      3.00e-02    3.06e-01      2.26e-01    2.06e-02      1.68e-01    1.18e-01    7.9e-08
  18600      8.06e-01    7.15e-01      1.26e-01    5.82e-02      2.01e-01    2.81e-01      1.41e-01    1.35e-01    7.5e-08
  18700      6.36e-01    9.74e-01      1.30e-01    3.06e-01      1.06e-01    3.49e-02      1.52e-01    1.57e-01    7.2e-08
  18800      8.06e-01    5.67e-01      4.72e-02    3.84e-02      2.74e-01    3.13e-01      1.85e-01    1.15e-01    6.8e-08
  18900      7.39e-01    9.62e-01      1.17e-01    7.28e-03      1.92e-01    1.92e-01      1.44e-01    1.68e-01    6.5e-08
  19000      6.74e-01    5.13e-01      7.88e-02    4.95e-03      2.68e-01    1.89e-01      1.12e-01    7.93e-02    6.1e-08
  19100      8.69e-01    7.65e-01      4.67e-02    4.91e-02      2.18e-01    4.13e-01      1.57e-01    1.11e-01    5.8e-08
  19200      7.24e-01    4.40e-01      1.41e-01    4.17e-02      1.78e-01    1.70e-01      1.29e-01    1.22e-01    5.5e-08
  19300      8.86e-01    7.57e-01      6.31e-02    1.18e-01      1.88e-01    2.20e-01      1.65e-01    1.25e-01    5.3e-08
  19400      7.74e-01    8.10e-01      1.53e-01    5.04e-03      1.77e-01    4.47e-01      1.28e-01    9.04e-02    5.0e-08
  19500      7.61e-01    4.23e-01      7.50e-02    3.01e-02      2.72e-01    1.88e-01      1.43e-01    1.11e-01    4.8e-08
  19600      9.25e-01    7.50e-01      1.51e-01    4.88e-03      2.58e-01    2.13e-01      1.46e-01    1.25e-01    4.5e-08
  19700      9.07e-01    6.44e-01      1.42e-01    1.15e-01      3.11e-01    2.12e-01      1.38e-01    8.40e-02    4.3e-08
  19800      4.16e-01    6.41e-01      3.77e-02    1.15e-01      1.73e-01    2.13e-01      1.10e-01    8.17e-02    3.9e-08
  19900      7.96e-01    7.06e-01      6.31e-02    3.31e-03      1.81e-01    1.61e-01      1.41e-01    1.22e-01    3.7e-08
  20000      7.37e-01    4.51e-01      2.45e-02    5.49e-03      3.84e-01    1.94e-01      1.03e-01    6.48e-02    3.5e-08
