#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   4400      1.81e+00    2.42e+00      3.96e-02    8.63e-03      1.17e-01    1.93e-01      2.21e-01    2.05e-01    1.1e-04
   4500      2.24e+00    5.88e-01      1.73e-02    1.04e-01      2.02e-01    6.33e-03      1.78e-01    1.39e-01    1.0e-04
   4600      1.50e+00    2.06e+00      2.13e-02    8.98e-03      1.29e-01    1.62e-01      1.30e-01    1.99e-01    9.7e-05
   4700      1.82e+00    5.97e-01      2.69e-02    9.10e-02      1.55e-01    1.77e-02      1.66e-01    1.47e-01    9.2e-05
   4800      1.63e+00    6.78e-01      5.45e-02    1.05e-01      1.32e-01    1.86e-02      1.65e-01    1.70e-01    8.7e-05
   4900      1.91e+00    8.17e-01      3.15e-02    1.22e-01      1.50e-01    3.22e-02      2.43e-01    1.99e-01    8.3e-05
   5000      1.93e+00    7.39e-01      5.87e-02    7.55e-02      1.51e-01    3.89e-02      3.04e-01    1.86e-01    7.9e-05
   5100      1.91e+00    7.48e-01      3.27e-02    1.75e-01      1.84e-01    1.39e-02      1.55e-01    1.48e-01    7.5e-05
   5200      8.46e-01    7.19e-01      5.24e-02    1.42e-01      7.58e-02    3.02e-02      8.88e-02    1.54e-01    7.1e-05
   5300      1.73e+00    1.30e+00      3.43e-02    5.61e-02      1.72e-01    1.44e-01      1.59e-01    9.36e-02    6.8e-05
   5400      1.47e+00    1.36e+00      2.38e-02    1.23e-01      1.33e-01    1.41e-01      1.70e-01    1.11e-01    6.4e-05
   5500      1.16e+00    1.39e+00      4.42e-02    9.39e-02      1.01e-01    1.46e-01      1.50e-01    1.46e-01    6.1e-05
   5600      9.72e-01    1.39e+00      8.75e-02    1.53e-02      8.25e-02    1.38e-01      1.49e-01    1.47e-01    5.8e-05
   5700      1.65e+00    1.34e+00      3.66e-02    3.21e-03      1.71e-01    1.74e-01      2.39e-01    5.32e-02    5.5e-05
   5800      2.03e+00    2.08e+00      3.91e-02    1.27e-02      2.19e-01    2.32e-01      2.30e-01    1.95e-01    5.3e-05
   5900      1.29e+00    1.03e+00      1.73e-02    1.04e-01      1.15e-01    6.99e-02      1.72e-01    2.70e-01    5.0e-05
   6000      1.43e+00    1.64e+00      4.18e-02    1.09e-02      1.68e-01    1.67e-01      1.58e-01    1.91e-01    4.8e-05
   6100      1.64e+00    8.75e-01      2.85e-02    9.07e-02      1.72e-01    3.95e-02      2.14e-01    2.55e-01    4.5e-05
   6200      1.17e+00    1.08e+00      2.96e-02    1.18e-02      1.48e-01    1.60e-01      1.26e-01    3.85e-02    4.3e-05
   6300      6.45e-01    1.70e+00      9.24e-02    3.27e-02      3.12e-02    1.71e-01      1.74e-01    2.95e-01    4.1e-05
   6400      1.33e+00    7.46e-01      8.76e-02    1.48e-01      1.12e-01    1.99e-02      2.64e-01    1.91e-01    3.9e-05
   6500      1.71e+00    1.58e+00      4.75e-02    6.37e-02      1.99e-01    2.07e-01      2.10e-01    2.03e-01    3.7e-05
   6600      1.31e+00    5.11e-01      4.82e-02    1.06e-01      1.57e-01    4.67e-03      1.50e-01    1.31e-01    3.5e-05
   6700      1.50e+00    1.15e+00      9.50e-03    1.15e-02      1.65e-01    1.73e-01      1.95e-01    1.20e-01    3.3e-05
   6800      1.43e+00    1.23e+00      3.15e-02    1.07e-01      1.70e-01    1.80e-01      2.09e-01    1.10e-01    3.2e-05
   6900      1.06e+00    1.06e+00      3.18e-02    3.41e-03      1.48e-01    1.23e-01      1.29e-01    1.37e-01    3.0e-05
   7000      9.98e-01    1.02e+00      7.49e-02    1.40e-02      1.22e-01    1.28e-01      1.51e-01    1.26e-01    2.9e-05
   7100      1.24e+00    6.83e-01      5.55e-02    5.75e-02      1.61e-01    6.81e-02      1.88e-01    1.84e-01    2.7e-05
   7200      1.36e+00    1.61e+00      3.77e-02    3.72e-02      1.82e-01    1.79e-01      2.15e-01    3.09e-01    2.6e-05
   7300      1.10e+00    9.97e-01      6.97e-02    4.69e-03      1.15e-01    1.20e-01      2.32e-01    1.36e-01    2.5e-05
   7400      1.22e+00    6.30e-01      6.18e-02    1.10e-01      1.77e-01    1.88e-02      1.84e-01    1.80e-01    2.3e-05
   7500      9.42e-01    5.51e-01      1.05e-01    1.39e-01      1.16e-01    8.77e-03      1.39e-01    1.24e-01    2.2e-05
   7600      1.42e+00    9.14e-01      3.45e-02    1.32e-02      2.02e-01    1.64e-01      2.03e-01    1.10e-01    2.1e-05
   7700      1.19e+00    1.55e+00      3.35e-02    5.17e-02      1.32e-01    2.24e-01      2.01e-01    2.70e-01    2.0e-05
   7800      1.42e+00    6.83e-01      1.62e-02    5.60e-03      2.00e-01    1.23e-01      2.10e-01    6.80e-02    1.9e-05
   7900      1.13e+00    9.45e-01      1.77e-02    4.42e-03      1.47e-01    1.23e-01      1.84e-01    1.35e-01    1.8e-05
   8000      8.82e-01    6.29e-01      4.09e-02    1.61e-01      1.33e-01    2.54e-02      1.25e-01    1.37e-01    1.7e-05
   8100      7.98e-01    9.93e-01      5.25e-02    1.57e-02      1.30e-01    1.85e-01      1.29e-01    1.44e-01    1.6e-05
   8200      5.88e-01    7.97e-01      3.58e-02    2.44e-02      6.85e-02    1.75e-01      1.05e-01    7.08e-02    1.6e-05
   8300      1.25e+00    1.61e+00      2.84e-02    9.87e-03      1.98e-01    1.97e-01      1.81e-01    2.46e-01    1.5e-05
   8400      8.78e-01    1.63e+00      1.28e-02    1.64e-02      1.32e-01    2.00e-01      1.31e-01    2.51e-01    1.4e-05
   8500      7.03e-01    6.69e-01      9.62e-02    1.08e-01      1.01e-01    2.92e-02      1.05e-01    2.00e-01    1.3e-05
   8600      1.24e+00    9.63e-01      3.42e-02    5.06e-02      1.87e-01    1.78e-01      2.00e-01    1.58e-01    1.3e-05
   8700      1.13e+00    9.49e-01      6.03e-02    4.10e-03      1.75e-01    1.50e-01      2.21e-01    1.36e-01    1.2e-05
   8800      8.18e-01    9.49e-01      4.54e-02    9.74e-02      1.29e-01    1.72e-01      1.33e-01    1.43e-01    1.1e-05
   8900      9.71e-01    5.91e-01      1.91e-02    5.13e-02      1.66e-01    1.45e-01      1.43e-01    4.49e-02    1.1e-05
   9000      9.64e-01    1.42e+00      3.73e-02    9.05e-03      1.71e-01    1.97e-01      1.88e-01    2.23e-01    1.0e-05
   9100      1.12e+00    5.78e-01      2.93e-02    1.27e-01      2.07e-01    2.72e-02      1.68e-01    1.51e-01    9.8e-06
   9200      5.66e-01    5.77e-01      1.91e-02    2.32e-02      1.13e-01    1.57e-01      7.84e-02    5.21e-02    9.4e-06
   9300      9.93e-01    8.09e-01      6.27e-02    5.88e-02      1.50e-01    1.64e-01      1.96e-01    1.36e-01    8.9e-06
   9400      7.13e-01    9.24e-01      4.91e-02    5.80e-02      1.05e-01    2.22e-01      1.16e-01    1.31e-01    8.5e-06
   9500      7.41e-01    4.73e-01      4.64e-02    1.04e-01      8.97e-02    1.13e-02      1.84e-01    1.27e-01    8.0e-06
   9600      1.24e+00    1.52e+00      7.76e-03    8.60e-03      1.72e-01    2.19e-01      2.01e-01    2.45e-01    7.6e-06
   9700      6.72e-01    8.66e-01      8.72e-02    7.96e-02      1.10e-01    1.93e-01      1.32e-01    1.36e-01    7.3e-06
   9800      9.44e-01    7.07e-01      1.31e-02    1.04e-02      1.77e-01    2.12e-01      1.45e-01    7.76e-02    6.9e-06
   9900      8.42e-01    6.50e-01      9.08e-02    8.61e-02      1.83e-01    1.45e-01      1.32e-01    8.86e-02    6.2e-06
  10000      9.95e-01    4.46e-01      6.40e-02    8.89e-02      1.36e-01    1.25e-02      2.25e-01    1.27e-01    5.9e-06
  10100      1.09e+00    7.12e-01      2.87e-02    7.10e-02      1.57e-01    1.96e-01      2.06e-01    8.99e-02    5.6e-06
  10200      6.34e-01    5.53e-01      2.14e-02    1.01e-02      1.10e-01    1.45e-01      9.88e-02    6.95e-02    5.4e-06
  10300      1.18e+00    6.69e-01      8.82e-03    2.94e-02      1.88e-01    1.83e-01      1.93e-01    1.10e-01    5.1e-06
  10400      7.36e-01    3.99e-01      8.51e-02    6.07e-03      1.23e-01    1.34e-01      1.64e-01    3.40e-02    4.8e-06
  10500      8.34e-01    7.31e-01      4.00e-02    7.58e-02      1.71e-01    1.72e-01      1.45e-01    1.23e-01    4.6e-06
  10600      6.67e-01    9.03e-01      5.88e-02    1.66e-02      1.57e-01    1.61e-01      1.17e-01    1.99e-01    4.4e-06
  10700      8.80e-01    1.22e+00      1.56e-02    1.02e-02      1.39e-01    2.01e-01      1.57e-01    2.01e-01    4.2e-06
  10800      8.18e-01    7.31e-01      2.84e-02    7.18e-02      1.62e-01    1.74e-01      1.77e-01    1.29e-01    3.9e-06
  10900      1.04e+00    5.45e-01      1.44e-02    9.38e-02      1.91e-01    2.17e-02      1.95e-01    1.66e-01    3.8e-06
  11000      1.20e+00    8.47e-01      2.01e-02    6.71e-02      2.30e-01    2.15e-01      2.13e-01    1.55e-01    3.6e-06
  11100      1.18e+00    6.81e-01      1.92e-02    7.01e-02      1.79e-01    1.91e-01      2.40e-01    1.08e-01    3.4e-06
  11200      6.28e-01    9.04e-01      2.11e-02    1.49e-02      1.39e-01    1.84e-01      9.98e-02    1.98e-01    3.2e-06
  11300      6.98e-01    1.15e+00      3.12e-02    9.93e-03      1.59e-01    1.82e-01      1.26e-01    1.95e-01    3.1e-06
  11400      8.72e-01    1.55e+00      3.12e-02    4.10e-02      1.79e-01    2.38e-01      1.64e-01    3.61e-01    2.9e-06
  11500      8.79e-01    1.13e+00      1.78e-02    3.41e-02      1.55e-01    2.19e-01      1.55e-01    2.52e-01    2.8e-06
  11600      9.10e-01    5.28e-01      2.62e-02    1.00e-01      1.79e-01    2.45e-02      1.62e-01    1.55e-01    2.6e-06
  11700      6.44e-01    8.35e-01      5.69e-02    1.26e-02      1.15e-01    1.87e-01      1.48e-01    1.82e-01    2.5e-06
  11800      1.04e+00    7.53e-01      1.27e-02    4.75e-03      1.75e-01    1.49e-01      1.94e-01    1.25e-01    2.4e-06
  11900      5.77e-01    6.08e-01      6.68e-02    7.14e-02      1.00e-01    9.43e-02      1.31e-01    1.90e-01    2.3e-06
  12000      7.96e-01    6.25e-01      2.26e-02    1.75e-02      1.76e-01    2.55e-01      1.41e-01    8.54e-02    2.1e-06
  12100      8.85e-01    6.04e-01      4.18e-02    5.22e-03      1.35e-01    1.22e-01      1.65e-01    1.00e-01    2.0e-06
  12200      9.29e-01    9.56e-01      3.01e-02    7.22e-03      2.16e-01    1.45e-01      1.60e-01    1.66e-01    1.9e-06
  12300      7.92e-01    1.16e+00      2.34e-02    3.11e-02      1.57e-01    1.68e-01      1.56e-01    2.75e-01    1.8e-06
  12400      1.07e+00    1.19e+00      3.65e-02    9.96e-03      1.78e-01    2.32e-01      2.03e-01    2.00e-01    1.8e-06
  12500      1.11e+00    4.41e-01      2.38e-02    8.53e-02      1.83e-01    1.34e-02      2.22e-01    1.30e-01    1.7e-06
  12600      6.20e-01    1.12e+00      7.67e-02    6.72e-03      1.22e-01    1.78e-01      1.49e-01    1.94e-01    1.6e-06
  12700      7.18e-01    4.14e-01      1.35e-02    7.17e-03      1.62e-01    1.33e-01      1.36e-01    5.98e-02    1.5e-06
  12800      8.03e-01    1.09e+00      5.47e-02    7.75e-03      1.95e-01    1.57e-01      1.67e-01    1.91e-01    1.4e-06
  12900      1.15e+00    8.64e-01      1.16e-02    1.75e-02      1.92e-01    2.16e-01      2.13e-01    1.91e-01    1.4e-06
  13000      4.06e-01    7.18e-01      3.74e-02    6.36e-02      1.08e-01    2.06e-01      7.55e-02    1.39e-01    1.3e-06
  13100      8.83e-01    7.28e-01      3.52e-02    1.92e-02      1.56e-01    2.41e-01      1.69e-01    1.45e-01    1.2e-06
  13200      7.56e-01    5.42e-01      1.79e-02    6.66e-02      1.45e-01    1.70e-01      1.58e-01    9.04e-02    1.2e-06
  13300      8.62e-01    6.70e-01      1.30e-02    5.21e-03      1.85e-01    1.77e-01      1.54e-01    1.08e-01    1.1e-06
  13400      8.78e-01    9.87e-01      1.67e-02    1.65e-02      1.87e-01    1.70e-01      1.78e-01    2.34e-01    1.1e-06
  13500      1.12e+00    1.56e+00      2.72e-02    1.19e-02      1.76e-01    2.63e-01      2.26e-01    2.72e-01    1.0e-06
  13600      6.81e-01    5.33e-01      7.57e-03    1.51e-02      1.55e-01    2.35e-01      1.19e-01    8.54e-02    9.5e-07
  13700      5.03e-01    6.01e-01      3.94e-02    2.00e-02      1.27e-01    2.09e-01      9.53e-02    1.19e-01    9.1e-07
  13800      9.26e-01    8.67e-01      1.01e-02    7.77e-02      1.83e-01    2.02e-01      1.68e-01    1.83e-01    8.6e-07
  13900      6.67e-01    5.25e-01      3.06e-02    1.97e-02      1.27e-01    2.48e-01      1.40e-01    7.72e-02    8.2e-07
  14000      7.62e-01    3.87e-01      5.41e-02    1.05e-01      1.65e-01    1.03e-02      1.71e-01    8.72e-02    7.8e-07
  14100      5.38e-01    4.95e-01      6.75e-02    1.69e-02      3.33e-02    2.46e-01      1.75e-01    6.83e-02    7.4e-07
  14200      8.83e-01    4.11e-01      4.16e-02    1.12e-02      1.35e-01    2.02e-01      1.70e-01    5.91e-02    7.0e-07
  14300      1.18e+00    4.12e-01      3.33e-02    7.48e-02      2.26e-01    1.47e-01      2.30e-01    3.74e-02    6.7e-07
  14400      7.47e-01    6.19e-01      2.69e-02    7.62e-02      1.77e-01    1.84e-01      1.41e-01    1.12e-01    6.3e-07
  14500      5.41e-01    5.13e-01      8.78e-02    1.56e-02      4.45e-02    1.82e-01      1.62e-01    1.04e-01    6.0e-07
  14600      5.45e-01    3.94e-01      7.70e-02    9.98e-02      1.10e-01    5.75e-03      1.30e-01    9.69e-02    5.7e-07
  14700      1.10e+00    4.21e-01      7.50e-03    9.64e-02      1.94e-01    5.95e-03      1.92e-01    1.13e-01    5.5e-07
  14800      5.40e-01    4.63e-01      3.96e-02    1.92e-02      7.57e-02    2.27e-01      9.91e-02    7.04e-02    5.2e-07
  14900      7.62e-01    5.74e-01      5.52e-02    5.97e-02      2.02e-01    4.40e-02      1.60e-01    1.92e-01    4.9e-07
  15000      8.73e-01    7.69e-01      5.43e-02    5.74e-03      1.29e-01    1.39e-01      2.30e-01    1.34e-01    4.7e-07
  15100      7.15e-01    3.35e-01      2.46e-02    1.05e-01      1.61e-01    6.92e-04      1.52e-01    5.48e-02    4.4e-07
  15200      8.62e-01    4.64e-01      1.82e-02    1.93e-02      1.62e-01    2.35e-01      1.69e-01    6.83e-02    4.2e-07
  15300      8.81e-01    3.93e-01      2.82e-02    9.58e-02      1.93e-01    1.60e-02      1.71e-01    1.00e-01    4.0e-07
  15400      7.82e-01    7.22e-01      6.53e-02    5.56e-02      1.23e-01    9.10e-02      1.96e-01    2.44e-01    3.8e-07
  15500      9.27e-01    7.31e-01      2.82e-02    7.71e-02      2.06e-01    1.95e-01      1.72e-01    1.48e-01    3.6e-07
  15600      8.86e-01    5.80e-01      1.05e-02    9.19e-02      1.77e-01    4.17e-02      1.69e-01    1.82e-01    3.5e-07
  15700      5.58e-01    3.83e-01      6.95e-02    1.07e-01      1.49e-01    4.55e-03      1.14e-01    8.26e-02    3.3e-07
  15800      9.37e-01    1.31e+00      5.92e-02    3.06e-02      1.37e-01    2.02e-01      2.33e-01    3.17e-01    3.1e-07
  15900      5.96e-01    1.12e+00      3.64e-02    2.67e-02      1.71e-01    2.35e-01      1.27e-01    2.64e-01    3.0e-07
  16000      7.85e-01    6.91e-01      4.23e-02    5.31e-02      1.68e-01    8.40e-02      1.47e-01    2.34e-01    2.8e-07
  16100      7.04e-01    7.48e-01      3.41e-02    7.85e-02      1.49e-01    1.93e-01      1.39e-01    1.53e-01    2.7e-07
  16200      8.88e-01    6.15e-01      2.51e-02    7.40e-02      1.86e-01    2.11e-01      1.75e-01    1.09e-01    2.5e-07
  16300      8.03e-01    4.95e-01      7.77e-03    5.81e-02      1.78e-01    3.89e-02      1.32e-01    1.64e-01    2.4e-07
  16400      8.26e-01    4.44e-01      3.78e-02    1.05e-01      1.71e-01    1.30e-02      1.94e-01    1.16e-01    2.3e-07
  16500      9.75e-01    4.22e-01      2.75e-02    9.96e-02      1.67e-01    3.27e-03      1.76e-01    1.11e-01    2.2e-07
  16600      8.68e-01    1.02e+00      3.77e-02    2.92e-02      2.23e-01    2.28e-01      1.90e-01    2.39e-01    2.1e-07
  16700      6.84e-01    9.53e-01      7.29e-02    8.01e-03      2.06e-01    1.69e-01      1.31e-01    1.68e-01    2.0e-07
  16800      9.56e-01    5.33e-01      9.48e-03    5.90e-02      1.74e-01    8.48e-02      1.72e-01    1.73e-01    1.9e-07
  16900      1.07e+00    1.11e+00      1.94e-02    2.78e-02      2.38e-01    2.73e-01      2.17e-01    2.57e-01    1.8e-07
  17000      6.92e-01    1.26e+00      3.95e-02    2.70e-02      1.33e-01    2.80e-01      1.35e-01    2.97e-01    1.7e-07
  17100      6.31e-01    4.64e-01      8.00e-02    1.09e-01      1.57e-01    1.22e-02      1.31e-01    1.22e-01    1.6e-07
  17200      7.51e-01    5.20e-01      4.19e-02    9.58e-02      1.96e-01    4.47e-02      1.64e-01    1.55e-01    1.5e-07
  17300      9.35e-01    5.37e-01      1.19e-02    5.61e-02      1.91e-01    5.82e-02      1.79e-01    1.79e-01    1.5e-07
  17400      5.99e-01    5.54e-01      5.53e-02    1.39e-02      1.91e-01    1.79e-01      1.17e-01    1.21e-01    1.4e-07
  17500      9.01e-01    4.74e-01      3.54e-02    1.05e-01      1.85e-01    3.58e-02      1.77e-01    1.29e-01    1.3e-07
  17600      8.64e-01    1.11e+00      3.88e-02    1.04e-02      1.08e-01    2.25e-01      1.75e-01    1.92e-01    1.3e-07
  17700      9.42e-01    4.48e-01      1.92e-02    1.07e-01      1.78e-01    3.38e-02      1.67e-01    1.15e-01    1.2e-07
  17800      7.50e-01    6.25e-01      6.56e-03    5.64e-03      1.66e-01    1.14e-01      1.29e-01    1.10e-01    1.1e-07
  17900      6.19e-01    7.78e-01      9.06e-02    1.49e-02      9.73e-02    2.08e-01      1.41e-01    1.79e-01    1.1e-07
  18000      5.88e-01    4.22e-01      3.51e-02    9.76e-02      1.65e-01    5.91e-03      1.30e-01    1.13e-01    1.0e-07
  18100      7.37e-01    5.88e-01      5.96e-02    7.17e-02      1.73e-01    1.75e-01      1.62e-01    1.11e-01    9.7e-08
  18200      1.14e+00    1.26e+00      2.90e-02    8.81e-03      2.39e-01    1.62e-01      2.69e-01    2.27e-01    9.2e-08
  18300      6.49e-01    4.93e-01      4.94e-02    9.59e-02      1.51e-01    4.53e-02      1.51e-01    1.44e-01    8.8e-08
  18400      4.23e-01    1.26e+00      2.34e-02    3.06e-02      1.47e-01    2.17e-01      7.84e-02    3.04e-01    8.3e-08
  18500      1.13e+00    9.05e-01      1.60e-02    8.14e-02      1.78e-01    2.00e-01      2.28e-01    1.98e-01    7.9e-08
  18600      6.94e-01    9.68e-01      4.46e-02    6.90e-03      1.48e-01    1.34e-01      1.85e-01    1.73e-01    7.5e-08
  18700      9.00e-01    7.13e-01      3.63e-02    5.55e-03      1.84e-01    1.57e-01      1.76e-01    1.23e-01    7.2e-08
  18800      1.27e+00    1.21e+00      2.25e-02    2.86e-02      2.57e-01    2.26e-01      2.62e-01    2.90e-01    6.8e-08
  18900      5.28e-01    5.06e-01      7.61e-02    9.57e-02      1.09e-01    2.06e-02      1.27e-01    1.51e-01    6.5e-08
  19000      7.20e-01    5.85e-01      4.15e-02    7.37e-02      1.84e-01    1.89e-01      1.36e-01    1.07e-01    6.1e-08
  19100      7.68e-01    4.71e-01      4.28e-02    9.76e-02      1.76e-01    1.10e-02      1.42e-01    1.35e-01    5.8e-08
  19200      6.63e-01    6.50e-01      5.62e-02    1.55e-02      1.51e-01    2.36e-01      1.44e-01    1.38e-01    5.5e-08
  19300      6.41e-01    1.12e+00      4.25e-02    3.18e-02      1.79e-01    2.39e-01      1.23e-01    2.65e-01    5.3e-08
  19400      8.51e-01    4.82e-01      4.08e-02    9.49e-02      1.53e-01    1.10e-02      1.61e-01    1.41e-01    5.0e-08
  19500      6.26e-01    5.01e-01      1.08e-02    9.56e-02      1.79e-01    2.12e-02      1.19e-01    1.49e-01    4.8e-08
  19600      7.18e-01    8.22e-01      5.61e-02    4.06e-03      1.59e-01    1.65e-01      1.65e-01    1.44e-01    4.5e-08
  19700      4.95e-01    9.16e-01      9.83e-02    7.84e-02      3.11e-02    2.32e-01      1.44e-01    1.99e-01    4.3e-08
  19800      1.17e+00    5.07e-01      1.93e-02    7.06e-02      2.00e-01    1.94e-01      2.15e-01    7.91e-02    3.9e-08
  19900      9.04e-01    4.83e-01      4.09e-02    1.07e-01      1.82e-01    3.43e-02      1.66e-01    1.32e-01    3.7e-08
  20000      5.60e-01    8.32e-01      5.73e-02    7.62e-02      1.89e-01    2.01e-01      1.12e-01    1.80e-01    3.5e-08
