#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
   4600      2.16e+00    1.96e+00      4.70e-02    1.63e-02      1.75e-01    1.46e-01      2.12e-01    2.80e-01    9.7e-05
   4700      2.09e+00    1.55e+00      2.86e-02    1.28e-02      1.64e-01    1.38e-01      2.65e-01    1.21e-01    9.2e-05
   4800      2.24e+00    2.27e+00      6.21e-02    8.39e-02      1.98e-01    2.18e-01      2.10e-01    1.84e-01    8.7e-05
   4900      1.54e+00    1.42e+00      1.39e-02    5.40e-03      1.39e-01    1.26e-01      1.48e-01    1.30e-01    8.3e-05
   5000      1.67e+00    1.94e+00      2.54e-02    2.98e-02      1.48e-01    2.05e-01      1.55e-01    1.28e-01    7.9e-05
   5100      1.52e+00    1.08e+00      2.72e-02    1.17e-02      1.35e-01    1.13e-01      2.08e-01    6.78e-02    7.5e-05
   5200      2.30e+00    1.06e+00      2.39e-02    1.42e-01      2.06e-01    4.37e-02      2.76e-01    2.73e-01    7.1e-05
   5300      1.41e+00    1.55e+00      1.76e-02    2.12e-02      1.42e-01    1.40e-01      1.20e-01    1.63e-01    6.8e-05
   5400      2.07e+00    9.23e-01      2.66e-02    1.32e-01      1.97e-01    4.76e-02      2.13e-01    2.29e-01    6.4e-05
   5500      1.71e+00    1.51e+00      1.22e-02    3.81e-03      1.60e-01    1.56e-01      2.17e-01    1.42e-01    6.1e-05
   5600      2.15e+00    1.93e+00      4.86e-02    2.15e-02      2.20e-01    1.69e-01      2.59e-01    3.19e-01    5.8e-05
   5700      1.46e+00    1.05e+00      9.17e-02    5.81e-02      1.37e-01    6.71e-02      2.23e-01    2.90e-01    5.5e-05
   5800      1.55e+00    1.66e+00      1.18e-02    4.32e-02      1.62e-01    2.19e-01      1.77e-01    6.83e-02    5.3e-05
   5900      1.05e+00    8.02e-01      4.09e-02    3.81e-02      9.72e-02    3.84e-02      1.42e-01    2.40e-01    5.0e-05
   6000      1.77e+00    1.34e+00      3.34e-02    5.35e-02      2.18e-01    1.57e-01      1.57e-01    1.66e-01    4.8e-05
   6100      1.42e+00    1.34e+00      4.80e-02    7.35e-03      1.70e-01    1.36e-01      1.78e-01    1.62e-01    4.5e-05
   6200      1.22e+00    1.77e+00      4.68e-02    5.16e-02      1.48e-01    2.40e-01      1.59e-01    1.67e-01    4.3e-05
   6300      1.54e+00    1.08e+00      5.81e-02    5.66e-03      1.90e-01    1.33e-01      1.94e-01    1.08e-01    4.1e-05
   6400      1.47e+00    7.02e-01      5.73e-02    1.01e-01      2.01e-01    1.70e-02      1.47e-01    2.05e-01    3.9e-05
   6500      1.80e+00    7.15e-01      3.50e-02    3.26e-02      1.94e-01    4.91e-02      2.62e-01    2.11e-01    3.7e-05
   6600      8.61e-01    1.58e+00      6.00e-02    1.91e-02      5.16e-02    1.86e-01      2.52e-01    2.59e-01    3.5e-05
   6700      1.25e+00    1.22e+00      2.86e-02    8.25e-03      1.52e-01    1.43e-01      1.97e-01    1.49e-01    3.3e-05
   6800      1.19e+00    1.65e+00      7.51e-02    8.03e-02      1.47e-01    2.25e-01      1.89e-01    2.22e-01    3.2e-05
   6900      1.50e+00    1.78e+00      5.56e-02    1.04e-02      1.85e-01    2.23e-01      2.48e-01    2.16e-01    3.0e-05
   7000      1.22e+00    7.38e-01      2.23e-02    1.28e-01      1.55e-01    3.80e-02      1.87e-01    1.99e-01    2.9e-05
   7100      7.18e-01    1.56e+00      1.25e-01    3.30e-02      2.82e-02    2.58e-01      1.96e-01    1.63e-01    2.7e-05
   7200      1.31e+00    1.45e+00      1.97e-02    7.41e-02      1.73e-01    2.37e-01      1.74e-01    1.59e-01    2.6e-05
   7300      1.23e+00    1.08e+00      5.37e-02    7.48e-02      1.70e-01    1.66e-01      1.96e-01    1.40e-01    2.5e-05
   7400      1.28e+00    4.41e-01      4.30e-02    1.00e-01      1.81e-01    7.23e-04      1.62e-01    1.10e-01    2.3e-05
   7500      8.35e-01    1.85e+00      8.08e-02    3.92e-02      8.46e-02    2.37e-01      1.82e-01    3.41e-01    2.2e-05
   7600      1.59e+00    9.62e-01      3.25e-02    4.69e-02      2.32e-01    8.14e-02      2.35e-01    2.95e-01    2.1e-05
   7700      1.04e+00    1.05e+00      1.99e-02    2.55e-02      1.29e-01    1.61e-01      1.76e-01    1.75e-01    2.0e-05
   7800      8.64e-01    1.74e+00      3.92e-02    5.16e-02      1.16e-01    2.01e-01      1.36e-01    3.53e-01    1.9e-05
   7900      1.31e+00    1.36e+00      1.32e-02    2.49e-02      1.67e-01    1.91e-01      2.07e-01    2.54e-01    1.8e-05
   8000      9.30e-01    1.06e+00      2.57e-02    6.89e-02      1.21e-01    2.02e-01      1.70e-01    1.26e-01    1.7e-05
   8100      1.43e+00    7.18e-01      2.25e-02    1.24e-01      1.74e-01    2.99e-02      2.60e-01    2.08e-01    1.6e-05
   8200      7.37e-01    5.72e-01      1.97e-02    1.01e-01      1.27e-01    1.23e-02      1.07e-01    1.67e-01    1.6e-05
   8300      8.99e-01    6.40e-01      2.58e-02    1.20e-01      1.24e-01    2.41e-02      1.53e-01    1.81e-01    1.5e-05
   8400      1.59e+00    1.12e+00      2.47e-02    7.66e-03      2.10e-01    1.40e-01      2.83e-01    1.73e-01    1.4e-05
   8500      1.08e+00    1.02e+00      4.20e-02    7.69e-02      1.64e-01    2.11e-01      1.78e-01    1.24e-01    1.3e-05
   8600      1.15e+00    1.02e+00      2.93e-02    1.18e-02      1.89e-01    1.38e-01      1.78e-01    1.56e-01    1.3e-05
   8700      1.18e+00    1.13e+00      4.34e-02    1.73e-02      1.89e-01    1.71e-01      2.15e-01    2.26e-01    1.2e-05
   8800      9.91e-01    1.30e+00      4.13e-02    8.79e-03      1.26e-01    1.88e-01      2.43e-01    1.97e-01    1.1e-05
   8900      1.01e+00    7.05e-01      3.29e-02    1.41e-01      1.55e-01    3.01e-02      1.64e-01    1.96e-01    1.1e-05
   9000      7.07e-01    9.24e-01      3.66e-02    2.34e-02      1.32e-01    2.10e-01      1.15e-01    1.34e-01    1.0e-05
   9100      1.16e+00    9.02e-01      3.14e-02    2.42e-02      1.72e-01    2.23e-01      2.05e-01    1.14e-01    9.8e-06
   9200      1.03e+00    1.32e+00      9.95e-03    9.89e-03      1.58e-01    2.17e-01      1.71e-01    1.96e-01    9.4e-06
   9300      1.25e+00    9.25e-01      4.45e-02    2.97e-02      1.87e-01    2.46e-01      2.08e-01    1.05e-01    8.9e-06
   9400      1.10e+00    7.32e-01      1.21e-02    1.06e-01      1.74e-01    4.00e-02      1.81e-01    2.27e-01    8.5e-06
   9500      8.53e-01    1.21e+00      3.05e-02    1.20e-02      1.62e-01    2.08e-01      1.43e-01    1.82e-01    8.0e-06
   9600      9.18e-01    1.17e+00      7.68e-03    1.58e-02      1.42e-01    2.05e-01      1.59e-01    2.40e-01    7.6e-06
   9700      1.14e+00    8.69e-01      2.27e-02    4.45e-02      1.89e-01    9.40e-02      2.07e-01    2.83e-01    7.3e-06
   9800      1.22e+00    8.15e-01      8.03e-03    5.15e-03      1.96e-01    1.61e-01      1.92e-01    1.18e-01    6.9e-06
   9900      7.32e-01    7.16e-01      4.14e-02    4.08e-02      1.49e-01    1.05e-01      1.32e-01    2.23e-01    6.2e-06
  10000      9.91e-01    1.00e+00      9.71e-03    8.88e-02      1.66e-01    2.37e-01      1.74e-01    1.63e-01    5.9e-06
  10100      8.20e-01    1.23e+00      3.89e-02    1.05e-02      1.78e-01    2.34e-01      1.55e-01    1.88e-01    5.6e-06
  10200      1.15e+00    1.35e+00      9.71e-03    8.86e-03      1.85e-01    2.10e-01      2.02e-01    2.22e-01    5.4e-06
  10300      7.60e-01    5.99e-01      1.09e-02    1.22e-01      1.59e-01    3.70e-02      1.18e-01    1.67e-01    5.1e-06
  10400      7.77e-01    7.70e-01      6.33e-02    3.47e-03      1.67e-01    1.56e-01      1.55e-01    1.18e-01    4.8e-06
  10500      1.06e+00    5.96e-01      1.50e-02    1.07e-01      1.62e-01    1.69e-02      1.98e-01    1.79e-01    4.6e-06
  10600      1.10e+00    8.42e-01      1.78e-02    5.41e-02      1.93e-01    2.10e-01      1.83e-01    1.53e-01    4.4e-06
  10700      7.30e-01    5.42e-01      2.67e-02    4.04e-02      1.32e-01    1.77e-01      1.40e-01    6.76e-02    4.2e-06
  10800      6.74e-01    6.23e-01      7.24e-02    4.06e-02      1.57e-01    8.26e-02      1.19e-01    2.03e-01    3.9e-06
  10900      8.28e-01    9.51e-01      2.71e-02    6.44e-02      1.42e-01    2.05e-01      1.76e-01    1.92e-01    3.8e-06
  11000      1.15e+00    9.49e-01      3.34e-02    8.61e-03      1.54e-01    1.70e-01      2.32e-01    1.56e-01    3.6e-06
  11100      8.34e-01    8.14e-01      3.04e-02    2.86e-02      1.67e-01    9.85e-02      1.64e-01    2.73e-01    3.4e-06
  11200      9.88e-01    7.81e-01      1.70e-02    6.14e-02      1.63e-01    2.00e-01      2.04e-01    1.45e-01    3.2e-06
  11300      9.70e-01    1.04e+00      2.82e-02    6.86e-02      1.89e-01    2.38e-01      1.76e-01    2.11e-01    3.1e-06
  11400      1.06e+00    7.19e-01      4.68e-02    4.58e-02      1.54e-01    7.02e-02      2.10e-01    2.42e-01    2.9e-06
  11500      8.18e-01    1.47e+00      3.39e-02    3.52e-02      2.09e-01    1.77e-01      1.58e-01    3.52e-01    2.8e-06
  11600      7.31e-01    4.59e-01      2.25e-02    8.52e-02      1.26e-01    2.85e-02      1.55e-01    1.35e-01    2.6e-06
  11700      8.01e-01    1.39e+00      3.15e-02    1.01e-02      1.91e-01    2.20e-01      1.55e-01    2.37e-01    2.5e-06
  11800      8.53e-01    1.39e+00      2.05e-02    3.79e-02      1.33e-01    2.18e-01      2.10e-01    3.24e-01    2.4e-06
  11900      8.76e-01    6.56e-01      7.45e-03    1.35e-02      1.83e-01    2.17e-01      1.50e-01    1.19e-01    2.3e-06
  12000      1.40e+00    5.45e-01      3.69e-02    1.00e-01      2.06e-01    2.83e-02      3.45e-01    1.62e-01    2.1e-06
  12100      9.76e-01    1.11e+00      3.91e-02    1.96e-02      1.91e-01    2.12e-01      2.15e-01    2.53e-01    2.0e-06
  12200      8.53e-01    4.80e-01      2.71e-02    6.24e-02      1.36e-01    1.54e-01      2.33e-01    6.81e-02    1.9e-06
  12300      8.66e-01    7.29e-01      4.26e-02    7.68e-02      1.83e-01    5.63e-02      1.59e-01    2.42e-01    1.8e-06
  12400      7.27e-01    1.40e+00      2.56e-02    3.65e-02      1.75e-01    2.57e-01      1.33e-01    3.23e-01    1.8e-06
  12500      1.18e+00    7.68e-01      2.90e-02    1.99e-02      1.95e-01    2.24e-01      2.91e-01    1.58e-01    1.7e-06
  12600      1.12e+00    1.35e+00      8.03e-03    3.80e-02      1.96e-01    2.23e-01      1.91e-01    3.18e-01    1.6e-06
  12700      6.89e-01    6.33e-01      3.70e-02    3.26e-02      1.05e-01    9.27e-02      1.43e-01    2.12e-01    1.5e-06
  12800      6.78e-01    7.53e-01      2.44e-02    6.52e-02      1.59e-01    2.24e-01      1.24e-01    1.42e-01    1.4e-06
  12900      8.20e-01    7.74e-01      5.51e-02    4.83e-03      2.28e-01    1.74e-01      1.63e-01    1.28e-01    1.4e-06
  13000      1.34e+00    7.50e-01      3.33e-02    9.72e-02      2.32e-01    6.19e-02      3.30e-01    2.43e-01    1.3e-06
  13100      6.72e-01    1.59e+00      6.07e-02    4.01e-02      1.61e-01    3.07e-01      1.44e-01    3.71e-01    1.2e-06
  13200      5.99e-01    7.09e-01      3.43e-02    9.83e-03      1.82e-01    1.78e-01      1.18e-01    1.58e-01    1.2e-06
  13300      6.60e-01    8.72e-01      2.84e-02    6.44e-02      2.02e-01    2.22e-01      1.45e-01    1.83e-01    1.1e-06
  13400      1.36e+00    6.74e-01      3.24e-02    1.09e-01      2.33e-01    5.74e-02      2.66e-01    2.09e-01    1.1e-06
  13500      8.05e-01    6.26e-01      4.68e-02    1.17e-01      1.96e-01    3.31e-02      1.74e-01    1.86e-01    1.0e-06
  13600      8.15e-01    1.04e+00      4.04e-02    7.80e-03      1.56e-01    1.44e-01      1.96e-01    1.84e-01    9.5e-07
  13700      6.88e-01    5.65e-01      6.24e-02    2.96e-02      1.74e-01    9.09e-02      1.54e-01    1.89e-01    9.1e-07
  13800      7.12e-01    5.97e-01      1.06e-02    1.02e-01      1.73e-01    5.77e-02      1.27e-01    1.81e-01    8.6e-07
  13900      6.31e-01    4.27e-01      3.50e-02    3.66e-02      1.32e-01    7.39e-02      1.22e-01    1.39e-01    8.2e-07
  14000      8.84e-01    1.09e+00      3.45e-02    1.05e-02      1.46e-01    2.11e-01      2.02e-01    1.88e-01    7.8e-07
  14100      5.78e-01    5.80e-01      5.74e-02    3.24e-02      1.58e-01    5.38e-02      1.38e-01    2.00e-01    7.4e-07
  14200      5.48e-01    1.38e+00      5.67e-02    3.96e-02      1.09e-01    2.90e-01      1.32e-01    3.22e-01    7.0e-07
  14300      9.56e-01    7.34e-01      2.27e-02    1.57e-02      2.00e-01    2.65e-01      1.75e-01    1.47e-01    6.7e-07
  14400      8.92e-01    1.89e+00      6.83e-02    5.14e-02      2.10e-01    2.58e-01      2.08e-01    4.56e-01    6.3e-07
  14500      8.62e-01    8.21e-01      2.60e-02    2.77e-02      1.78e-01    7.31e-02      1.51e-01    2.86e-01    6.0e-07
  14600      7.71e-01    7.57e-01      6.04e-03    1.63e-02      1.46e-01    2.56e-01      1.33e-01    1.58e-01    5.7e-07
  14700      9.01e-01    6.32e-01      2.69e-02    3.20e-02      2.29e-01    8.61e-02      1.61e-01    2.15e-01    5.5e-07
  14800      1.04e+00    6.48e-01      1.62e-02    1.71e-02      1.76e-01    1.71e-01      2.09e-01    1.46e-01    5.2e-07
  14900      1.00e+00    5.47e-01      2.67e-02    1.07e-01      2.17e-01    6.01e-02      1.88e-01    1.57e-01    4.9e-07
  15000      8.83e-01    4.92e-01      1.34e-02    6.86e-03      2.04e-01    1.46e-01      1.73e-01    7.91e-02    4.7e-07
  15100      9.59e-01    6.57e-01      1.90e-02    6.29e-02      1.91e-01    1.74e-01      1.73e-01    1.36e-01    4.4e-07
  15200      7.60e-01    7.51e-01      6.26e-02    1.07e-01      2.03e-01    6.84e-02      1.61e-01    2.40e-01    4.2e-07
  15300      8.37e-01    1.09e+00      5.10e-02    9.57e-03      2.11e-01    2.15e-01      1.82e-01    1.90e-01    4.0e-07
  15400      7.16e-01    6.07e-01      2.00e-02    1.12e-01      1.59e-01    3.55e-02      1.67e-01    1.82e-01    3.8e-07
  15500      6.79e-01    6.54e-01      7.14e-02    5.08e-03      1.47e-01    1.06e-01      1.56e-01    1.15e-01    3.6e-07
  15600      1.03e+00    3.99e-01      7.91e-03    1.12e-01      1.73e-01    6.34e-03      1.80e-01    8.55e-02    3.5e-07
  15700      8.67e-01    1.40e+00      1.88e-02    1.14e-02      1.85e-01    2.29e-01      1.54e-01    2.47e-01    3.3e-07
  15800      9.59e-01    1.08e+00      1.25e-02    6.65e-03      1.65e-01    1.58e-01      1.79e-01    1.91e-01    3.1e-07
  15900      9.80e-01    5.34e-01      1.65e-02    3.77e-02      1.91e-01    8.10e-02      2.07e-01    1.80e-01    3.0e-07
  16000      8.31e-01    9.41e-01      1.10e-02    6.92e-03      1.51e-01    1.37e-01      1.65e-01    1.67e-01    2.8e-07
  16100      1.14e+00    8.90e-01      2.10e-02    8.53e-03      2.01e-01    1.64e-01      2.40e-01    1.56e-01    2.7e-07
  16200      1.07e+00    1.35e+00      8.11e-03    1.01e-02      1.80e-01    2.09e-01      1.88e-01    2.40e-01    2.5e-07
  16300      4.91e-01    4.73e-01      3.51e-02    6.14e-02      1.37e-01    1.74e-01      9.96e-02    7.72e-02    2.4e-07
  16400      7.65e-01    1.29e+00      1.87e-02    3.67e-02      1.63e-01    1.67e-01      1.38e-01    3.13e-01    2.3e-07
  16500      1.01e+00    2.40e-01      9.95e-03    6.31e-03      1.62e-01    1.32e-01      1.91e-01    2.44e-02    2.2e-07
  16600      7.83e-01    5.31e-01      2.04e-02    8.78e-02      1.61e-01    2.88e-03      1.43e-01    1.66e-01    2.1e-07
  16700      8.15e-01    1.57e+00      1.54e-02    3.53e-02      2.23e-01    2.08e-01      1.46e-01    3.84e-01    2.0e-07
  16800      5.87e-01    1.83e+00      8.98e-03    4.90e-02      1.52e-01    3.09e-01      1.11e-01    4.40e-01    1.9e-07
  16900      1.20e+00    5.74e-01      1.19e-02    8.70e-02      1.85e-01    6.93e-02      2.21e-01    1.80e-01    1.8e-07
  17000      8.75e-01    5.97e-01      1.95e-02    2.14e-02      1.74e-01    1.72e-01      1.60e-01    1.34e-01    1.7e-07
  17100      1.27e+00    1.41e+00      3.54e-02    3.62e-02      2.15e-01    2.80e-01      3.19e-01    3.35e-01    1.6e-07
  17200      7.55e-01    5.94e-01      1.64e-02    6.01e-03      1.44e-01    1.05e-01      1.38e-01    1.05e-01    1.5e-07
  17300      1.05e+00    4.80e-01      4.09e-02    8.82e-02      1.79e-01    1.84e-02      2.58e-01    1.45e-01    1.5e-07
  17400      8.87e-01    8.23e-01      4.34e-02    6.99e-02      2.38e-01    2.29e-01      1.94e-01    1.74e-01    1.4e-07
  17500      4.61e-01    1.11e+00      2.52e-02    9.85e-03      1.25e-01    2.17e-01      1.07e-01    1.94e-01    1.3e-07
  17600      9.11e-01    5.20e-01      6.05e-02    8.93e-02      1.85e-01    3.95e-02      2.16e-01    1.59e-01    1.3e-07
  17700      9.01e-01    7.53e-01      1.68e-02    6.81e-02      1.35e-01    2.09e-01      1.71e-01    1.58e-01    1.2e-07
  17800      9.68e-01    5.21e-01      7.01e-03    8.72e-02      1.77e-01    3.95e-02      1.70e-01    1.61e-01    1.1e-07
  17900      9.92e-01    1.30e+00      3.10e-02    3.89e-02      1.60e-01    2.62e-01      2.04e-01    3.09e-01    1.1e-07
  18000      7.76e-01    6.25e-01      7.07e-03    2.14e-02      1.43e-01    2.62e-01      1.35e-01    1.22e-01    1.0e-07
  18100      1.01e+00    1.35e+00      2.53e-02    3.56e-02      2.41e-01    1.95e-01      2.30e-01    3.28e-01    9.7e-08
  18200      7.61e-01    9.39e-01      6.18e-02    2.22e-02      1.91e-01    2.77e-01      1.78e-01    2.11e-01    9.2e-08
  18300      9.26e-01    1.08e+00      3.83e-02    1.05e-02      1.76e-01    2.11e-01      1.84e-01    1.88e-01    8.8e-08
  18400      9.72e-01    9.05e-01      2.68e-02    2.11e-02      1.98e-01    2.00e-01      1.90e-01    2.13e-01    8.3e-08
  18500      7.67e-01    4.38e-01      2.96e-02    1.09e-01      1.58e-01    6.35e-03      1.55e-01    1.09e-01    7.9e-08
  18600      5.84e-01    8.73e-01      1.48e-02    4.48e-03      1.30e-01    1.53e-01      1.10e-01    1.54e-01    7.5e-08
  18700      1.33e+00    8.86e-01      3.49e-02    6.94e-02      2.26e-01    2.36e-01      2.79e-01    1.93e-01    7.2e-08
  18800      8.71e-01    4.67e-01      3.85e-02    6.13e-02      1.89e-01    1.66e-01      2.09e-01    7.94e-02    6.8e-08
  18900      7.73e-01    6.47e-01      5.94e-02    1.05e-01      1.79e-01    7.28e-02      1.87e-01    1.99e-01    6.5e-08
  19000      5.09e-01    6.44e-01      6.07e-02    1.05e-01      1.40e-01    7.29e-02      1.18e-01    1.99e-01    6.1e-08
  19100      1.01e+00    8.94e-01      4.10e-02    6.79e-02      2.02e-01    2.16e-01      2.49e-01    1.98e-01    5.8e-08
  19200      8.64e-01    6.61e-01      7.33e-03    1.04e-01      1.64e-01    6.42e-02      1.51e-01    2.07e-01    5.5e-08
  19300      7.60e-01    5.84e-01      6.80e-02    1.07e-01      2.06e-01    6.30e-02      1.60e-01    1.74e-01    5.3e-08
  19400      7.12e-01    8.75e-01      1.40e-02    7.97e-03      1.52e-01    1.57e-01      1.55e-01    1.54e-01    5.0e-08
  19500      9.31e-01    1.20e+00      2.61e-02    8.72e-03      1.96e-01    1.96e-01      1.83e-01    2.14e-01    4.8e-08
  19600      5.34e-01    6.98e-01      8.51e-02    1.85e-02      1.13e-01    2.14e-01      1.27e-01    1.56e-01    4.5e-08
  19700      1.06e+00    7.36e-01      3.44e-02    4.64e-03      1.82e-01    1.59e-01      2.90e-01    1.28e-01    4.3e-08
  19800      8.30e-01    1.26e+00      1.98e-02    9.63e-03      1.86e-01    2.50e-01      1.48e-01    2.20e-01    3.9e-08
  19900      5.92e-01    9.40e-01      1.28e-02    7.26e-02      1.80e-01    2.33e-01      1.10e-01    2.07e-01    3.7e-08
  20000      8.60e-01    9.44e-01      3.92e-02    1.99e-02      1.96e-01    2.37e-01      1.58e-01    2.20e-01    3.5e-08
